,R,G,B
139,0,242,128
140,0,242,160
141,0,242,192
142,0,192,255
143,0,192,255
144,32,255,0
145,0,255,32
146,0,255,64
147,0,255,96
148,0,255,128
149,0,255,160
150,0,255,192
151,0,255,224
152,0,224,255
153,32,255,0
154,0,255,32
155,0,255,64
156,0,255,96
157,0,255,128
158,0,255,160
159,0,255,192
160,0,255,224
161,0,255,255
162,87,0,0
163,87,0,32
164,87,0,64
165,64,0,129
166,64,0,170
167,64,0,210
168,64,0,248
169,64,0,255
170,64,0,255
171,87,32,0
172,76,19,32
173,76,19,64
174,64,8,119
175,64,0,161
176,64,0,202
177,64,0,242
178,64,0,255
179,64,0,255
180,87,64,0
181,31,26,6
182,26,26,26
183,51,64,108
184,0,24,214
185,0,4,255
186,0,43,255
187,13,64,255
188,7,64,255
189,64,129,0
190,64,119,8
191,51,108,64
192,51,108,96
193,9,96,182
194,0,79,255
195,21,96,234
196,13,96,255
197,7,96,255
198,64,170,0
199,64,161,0
200,0,225,17
201,1,190,96
202,40,151,128
203,30,128,193
204,0,138,255
205,0,121,255
206,7,127,255
207,64,210,0
208,64,202,0
209,30,193,64
210,0,255,75
211,30,193,128
212,30,193,160
213,0,191,255
214,13,160,255
215,7,160,255
216,64,248,0
217,64,242,0
218,21,234,64
219,21,234,96
220,21,234,128
221,21,234,160
222,21,234,192
223,13,192,255
224,7,192,255
225,64,255,0
226,64,255,0
227,13,255,64
228,13,255,96
229,13,255,128
230,13,255,160
231,13,255,192
232,13,255,224
233,7,224,255
234,64,255,0
235,64,255,0
236,7,255,64
237,7,255,96
238,7,255,128
239,7,255,160
240,7,255,192
241,7,255,224
242,7,255,255
243,129,0,0
244,129,0,32
245,129,0,64
246,129,0,96
247,96,0,170
248,96,0,210
249,96,0,248
250,96,0,255
251,96,0,255
252,129,32,0
253,119,8,32
254,119,8,64
255,119,8,96
256,96,0,161
257,96,0,202
258,96,0,242
259,96,0,255
260,96,0,255
261,129,64,0
262,119,64,8
263,55,18,26
264,108,51,96
265,96,40,151
266,79,0,255
267,85,0,255
268,80,0,255
269,96,7,255
270,129,96,0
271,119,96,8
272,55,47,18
273,47,47,47
274,83,96,140
275,9,56,246
276,62,96,225
277,22,75,255
278,45,96,255
279,96,170,0
280,96,161,0
281,96,151,40
282,43,179,72
283,83,140,128
284,41,128,214
285,0,121,255
286,8,112,255
287,45,128,255
288,96,210,0
289,96,202,0
290,96,193,30
291,0,255,49
292,33,222,128
293,72,183,160
294,0,183,255
295,8,167,255
296,45,160,255
297,96,248,0
298,96,242,0
299,96,234,21
300,62,225,96
301,62,225,128
302,62,225,160
303,62,225,192
304,53,192,255
305,45,192,255
306,96,255,0
307,96,255,0
308,96,255,13
309,53,255,96
310,53,255,128
311,53,255,160
312,53,255,192
313,53,255,224
314,45,224,255
315,96,255,0
316,96,255,0
317,96,255,7
318,45,255,96
319,45,255,128
320,45,255,160
321,45,255,192
322,45,255,224
323,45,255,255
324,170,0,0
325,170,0,32
326,170,0,64
327,170,0,96
328,170,0,128
329,128,0,210
330,128,0,248
331,128,0,255
332,128,0,255
333,170,32,0
334,161,0,32
335,161,0,64
336,161,0,96
337,161,0,128
338,128,0,202
339,128,0,242
340,128,0,255
341,128,0,255
342,170,64,0
343,161,64,0
344,151,40,64
345,151,40,96
346,151,40,128
347,128,30,193
348,128,21,234
349,128,13,255
350,128,7,255
351,170,96,0
352,161,96,0
353,151,96,40
354,140,83,96
355,140,83,128
356,128,72,183
357,128,62,225
358,128,53,255
359,128,45,255
360,170,128,0
361,161,128,0
362,151,128,40
363,88,77,35
364,77,77,77
365,81,108,206
366,8,65,255
367,94,128,255
368,85,128,255
369,128,210,0
370,128,202,0
371,128,193,30
372,128,220,35
373,75,211,104
374,62,129,115
375,8,167,255
376,47,160,255
377,85,160,255
378,128,248,0
379,128,242,0
380,128,234,21
381,128,225,62
382,31,255,81
383,104,215,160
384,104,215,192
385,47,204,255
386,85,192,255
387,128,255,0
388,128,255,0
389,128,255,13
390,128,255,53
391,94,255,128
392,94,255,160
393,94,255,192
394,94,255,224
395,85,224,255
396,128,255,0
397,128,255,0
398,128,255,7
399,128,255,45
400,85,255,128
401,85,255,160
402,85,255,192
403,85,255,224
404,85,255,255
405,210,0,0
406,210,0,32
407,210,0,64
408,210,0,96
409,210,0,128
410,210,0,160
411,160,0,248
412,160,0,255
413,160,0,255
414,210,32,0
415,202,0,32
416,202,0,64
417,202,0,96
418,202,0,128
419,202,0,160
420,160,0,242
421,160,0,255
422,160,0,255
423,210,64,0
424,248,48,0
425,255,0,8
426,193,30,96
427,255,0,148
428,193,30,160
429,160,21,234
430,160,13,255
431,160,7,255
432,210,96,0
433,202,96,0
434,255,80,0
435,242,13,59
436,255,0,127
437,217,38,181
438,160,62,225
439,160,53,255
440,160,45,255
441,210,128,0
442,202,128,0
443,193,128,30
444,213,127,41
445,129,62,77
446,189,97,170
447,115,47,188
448,160,94,255
449,160,85,255
450,210,160,0
451,202,160,0
452,193,160,30
453,183,160,72
454,129,115,62
455,115,115,115
456,113,140,238
457,86,139,255
458,126,160,255
459,160,248,0
460,160,242,0
461,160,234,21
462,160,225,62
463,160,215,104
464,107,243,136
465,147,204,192
466,86,197,255
467,126,198,255
468,160,255,0
469,160,255,0
470,160,255,13
471,160,255,53
472,160,255,94
473,136,247,160
474,136,247,192
475,136,247,224
476,126,224,255
477,160,255,0
478,160,255,0
479,160,255,7
480,160,255,45
481,160,255,85
482,126,255,160
483,126,255,192
484,126,255,224
485,126,255,255
486,248,0,0
487,248,0,32
488,248,0,64
489,248,0,96
490,248,0,128
491,248,0,160
492,248,0,192
493,192,0,255
494,192,0,255
495,248,32,0
496,242,0,32
497,242,0,64
498,242,0,96
499,255,0,134
500,242,0,160
501,242,0,192
502,192,0,255
503,192,0,255
504,248,64,0
505,242,64,0
506,234,21,64
507,234,21,96
508,255,0,128
509,234,21,160
510,234,21,192
511,192,13,255
512,192,7,255
513,248,96,0
514,242,96,0
515,255,64,0
516,255,0,40
517,255,0,111
518,255,0,180
519,225,62,192
520,192,53,255
521,192,45,255
522,248,128,0
523,242,128,0
524,234,128,21
525,255,112,0
526,255,45,91
527,255,7,159
528,215,104,192
529,192,94,255
530,192,85,255
531,248,160,0
532,242,160,0
533,234,160,21
534,225,160,62
535,245,159,73
536,235,115,141
537,236,115,211
538,191,102,255
539,192,126,255
540,248,192,0
541,242,192,0
542,234,192,21
543,225,192,62
544,215,192,104
545,204,192,147
546,159,159,159
547,128,169,255
548,168,192,255
549,192,255,0
550,192,255,0
551,192,255,13
552,192,255,53
553,192,255,94
554,192,255,123
555,139,255,168
556,129,255,253
557,168,226,255
558,192,255,0
559,192,255,0
560,192,255,7
561,192,255,45
562,192,255,85
563,192,255,126
564,168,255,192
565,168,255,224
566,168,255,255
567,255,0,0
568,255,0,32
569,255,0,64
570,255,0,96
571,255,0,128
572,255,0,160
573,255,0,192
574,255,0,224
575,224,0,255
576,255,32,0
577,255,0,32
578,255,0,64
579,255,0,96
580,255,0,128
581,255,0,170
582,255,0,192
583,255,0,224
584,224,0,255
585,255,64,0
586,255,64,0
587,255,13,64
588,255,13,96
589,255,0,121
590,255,0,166
591,255,13,192
592,255,13,224
593,224,7,255
594,255,96,0
595,255,96,0
596,255,96,13
597,255,53,96
598,255,50,127
599,255,8,160
600,255,8,207
601,255,53,224
602,224,45,255
603,255,128,0
604,255,128,0
605,255,128,13
606,255,128,53
607,255,94,128
608,255,77,156
609,255,47,202
610,255,47,254
611,224,85,255
612,255,160,0
613,255,160,0
614,255,160,13
615,255,160,53
616,255,149,47
617,255,86,129
618,255,85,191
619,255,86,255
620,224,126,255
621,255,192,0
622,255,192,0
623,255,210,0
624,255,207,8
625,255,200,54
626,255,191,105
627,255,147,173
628,255,128,255
629,224,168,255
630,255,224,0
631,255,224,0
632,254,255,0
633,254,255,8
634,254,255,47
635,255,245,102
636,253,234,161
637,207,207,207
638,212,227,255
639,224,255,0
640,224,255,0
641,224,255,7
642,224,255,45
643,224,255,85
644,224,255,126
645,224,255,168
646,212,255,224
647,212,255,255
648,255,0,0
649,255,0,32
650,255,0,64
651,255,0,96
652,255,0,128
653,255,0,160
654,255,0,192
655,255,0,224
656,255,0,255
657,255,32,0
658,255,0,32
659,255,0,64
660,255,0,96
661,255,0,128
662,255,0,160
663,255,0,192
664,255,0,224
665,255,0,255
666,255,64,0
667,255,64,0
668,255,7,64
669,255,7,96
670,255,7,128
671,255,7,159
672,255,7,192
673,255,7,224
674,255,7,255
675,255,96,0
676,255,96,0
677,255,96,7
678,255,45,96
679,255,45,128
680,255,45,160
681,255,45,192
682,255,45,224
683,255,45,255
684,255,128,0
685,255,128,0
686,255,128,7
687,255,128,45
688,255,85,128
689,255,85,160
690,255,85,192
691,255,85,224
692,255,85,255
693,255,160,0
694,255,160,0
695,255,160,7
696,255,160,45
697,255,160,85
698,255,126,160
699,255,126,192
700,255,126,224
701,255,126,255
702,255,192,0
703,255,192,0
704,255,192,7
705,255,192,45
706,255,192,85
707,255,192,126
708,255,168,192
709,255,168,224
710,255,168,255
711,255,224,0
712,255,224,0
713,255,224,7
714,255,223,45
715,255,224,85
716,255,224,126
717,255,224,168
718,255,212,224
719,255,212,255
720,255,255,0
721,255,255,0
722,255,255,7
723,255,255,45
724,255,255,85
725,255,255,126
726,255,255,168
727,255,255,212
728,255,255,255
