,R,G,B
361,143,128,16
362,138,128,54
363,81,77,42
364,77,77,77
365,96,108,191
366,29,65,255
367,112,128,239
368,106,128,255
369,128,188,0
370,128,181,10
371,128,175,48
372,128,201,54
373,91,195,104
374,71,120,115
375,29,167,255
376,69,160,255
377,106,160,255
378,128,228,0
379,128,220,3
380,128,213,42
381,128,207,80
382,53,255,81
383,118,202,160
384,118,202,192
385,69,204,255
386,106,192,255
387,128,255,0
388,128,255,0
389,128,252,35
390,128,245,74
391,112,239,128
392,112,239,160
393,112,239,192
394,112,239,224
395,106,224,255
396,128,255,0
397,128,255,0
398,128,255,28
399,128,255,67
400,106,255,128
401,106,255,160
402,106,255,192
403,106,255,224
404,106,255,255
405,188,0,0
406,188,0,32
407,188,0,64
408,188,0,96
409,188,0,128
410,188,0,160
411,160,0,228
412,160,0,255
413,160,0,255
414,188,32,0
415,181,10,32
416,181,10,64
417,181,10,96
418,181,10,128
419,181,10,160
420,160,3,220
421,160,0,255
422,160,0,255
423,188,64,0
424,228,48,0
425,255,0,8
426,175,48,96
427,255,0,148
428,175,48,160
429,160,42,213
430,160,35,252
431,160,28,255
432,188,96,0
433,181,96,10
434,241,80,0
435,220,35,59
436,245,9,127
437,198,57,181
438,160,80,207
439,160,74,245
440,160,67,255
441,188,128,0
442,181,128,10
443,175,128,48
444,194,127,60
445,120,71,77
446,178,108,170
447,115,64,172
448,160,112,239
449,160,106,255
450,188,160,0
451,181,160,10
452,175,160,48
453,170,160,86
454,120,115,71
455,115,115,115
456,128,140,223
457,107,139,255
458,144,160,255
459,160,228,0
460,160,220,3
461,160,213,42
462,160,207,80
463,160,202,118
464,123,227,136
465,155,196,192
466,107,197,255
467,144,198,255
468,160,255,0
469,160,255,0
470,160,252,35
471,160,245,74
472,160,239,112
473,150,234,160
474,150,234,192
475,150,234,224
476,144,224,255
477,160,255,0
478,160,255,0
479,160,255,28
480,160,255,67
481,160,255,106
482,144,255,160
483,144,255,192
484,144,255,224
485,144,255,255
486,228,0,0
487,228,0,32
488,228,0,64
489,228,0,96
490,228,0,128
491,228,0,160
492,228,0,192
493,192,0,255
494,192,0,255
495,228,32,0
496,220,3,32
497,220,3,64
498,220,3,96
499,255,0,134
500,220,3,160
501,220,3,192
502,192,0,255
503,192,0,255
504,228,64,0
505,220,64,3
506,213,42,64
507,213,42,96
508,255,0,128
509,213,42,160
510,213,42,192
511,192,35,252
512,192,28,255
513,228,96,0
514,220,96,3
515,255,64,0
516,255,0,40
517,255,9,111
518,255,0,180
519,207,80,192
520,192,74,245
521,192,67,255
522,228,128,0
523,220,128,3
524,213,128,42
525,255,112,13
526,252,67,91
527,255,28,159
528,202,118,192
529,192,112,239
530,192,106,255
531,228,160,0
532,220,160,3
533,213,160,42
534,207,160,80
535,226,159,92
536,220,130,141
537,222,130,211
538,191,121,255
539,192,144,255
540,228,192,0
541,220,192,3
542,213,192,42
543,207,192,80
544,202,192,118
545,196,192,155
546,159,159,159
547,145,169,255
548,182,192,255
549,192,255,0
550,192,255,0
551,192,252,35
552,192,245,74
553,192,239,112
554,192,244,139
555,155,255,168
556,147,255,253
557,182,226,255
558,192,255,0
559,192,255,0
560,192,255,28
561,192,255,67
562,192,255,106
563,192,255,144
564,182,255,192
565,182,255,224
566,182,255,255
567,255,0,0
568,255,0,32
569,255,0,64
570,255,0,96
571,255,0,128
572,255,0,160
573,255,0,192
574,255,0,224
575,224,0,255
576,255,32,0
577,255,0,32
578,255,0,64
579,255,0,96
580,255,0,128
581,255,0,170
582,255,0,192
583,255,0,224
584,224,0,255
585,255,64,0
586,255,64,0
587,252,35,64
588,252,35,96
589,255,0,121
590,255,0,166
591,252,35,192
592,252,35,224
593,224,28,255
594,255,96,0
595,255,96,0
596,252,96,35
597,245,74,96
598,247,71,127
599,255,29,160
600,255,29,207
601,245,74,224
602,224,67,255
603,255,128,0
604,255,128,0
605,252,128,35
606,245,128,74
607,239,112,128
608,254,97,156
609,255,69,202
610,255,69,254
611,224,106,255
612,255,160,0
613,255,160,0
614,252,160,35
615,245,160,74
616,255,149,69
617,255,107,129
618,255,106,191
619,255,107,255
620,224,144,255
621,255,192,0
622,255,192,0
623,255,210,0
624,255,207,29
625,255,200,76
626,255,191,124
627,252,162,173
628,255,145,255
629,224,182,255
630,255,224,0
631,255,224,0
632,254,255,0
633,254,255,29
634,254,255,69
635,255,245,121
636,242,234,172
637,207,207,207
638,219,227,255
639,224,255,0
640,224,255,0
641,224,255,28
642,224,255,67
643,224,255,106
644,224,255,144
645,224,255,182
646,219,255,224
647,219,255,255
648,255,0,0
649,255,0,32
650,255,0,64
651,255,0,96
652,255,0,128
653,255,0,160
654,255,0,192
655,255,0,224
656,255,0,255
657,255,32,0
658,255,0,32
659,255,0,64
660,255,0,96
661,255,0,128
662,255,0,160
663,255,0,192
664,255,0,224
665,255,0,255
666,255,64,0
667,255,64,0
668,255,28,64
669,255,28,96
670,255,28,128
671,255,28,159
672,255,28,192
673,255,28,224
674,255,28,255
675,255,96,0
676,255,96,0
677,255,96,28
678,255,67,96
679,255,67,128
680,255,67,160
681,255,67,192
682,255,67,224
683,255,67,255
684,255,128,0
685,255,128,0
686,255,128,28
687,255,128,67
688,255,106,128
689,255,106,160
690,255,106,192
691,255,106,224
692,255,106,255
693,255,160,0
694,255,160,0
695,255,160,28
696,255,160,67
697,255,160,106
698,255,144,160
699,255,144,192
700,255,144,224
701,255,144,255
702,255,192,0
703,255,192,0
704,255,192,28
705,255,192,67
706,255,192,106
707,255,192,144
708,255,182,192
709,255,182,224
710,255,182,255
711,255,224,0
712,255,224,0
713,255,224,28
714,255,223,67
715,255,224,106
716,255,224,144
717,255,224,182
718,255,219,224
719,255,219,255
720,255,255,0
721,255,255,0
722,255,255,28
723,255,255,67
724,255,255,106
725,255,255,144
726,255,255,182
727,255,255,219
728,255,255,255
