,R,G,B
405,212,0,0
406,212,0,32
407,212,0,64
408,212,0,96
409,212,0,128
410,212,0,160
411,160,0,250
412,160,0,255
413,160,0,255
414,212,32,0
415,205,0,32
416,205,0,64
417,205,0,96
418,205,0,128
419,205,0,160
420,160,0,244
421,160,0,255
422,160,0,255
423,212,64,0
424,250,48,0
425,255,0,8
426,196,27,96
427,255,0,148
428,196,27,160
429,160,18,237
430,160,11,255
431,160,5,255
432,212,96,0
433,205,96,0
434,255,80,0
435,245,11,59
436,255,0,127
437,220,35,181
438,160,59,228
439,160,50,255
440,160,43,255
441,212,128,0
442,205,128,0
443,196,128,27
444,216,127,39
445,131,61,77
446,191,95,170
447,115,45,191
448,160,91,255
449,160,82,255
450,212,160,0
451,205,160,0
452,196,160,27
453,185,160,70
454,131,115,61
455,115,115,115
456,111,140,240
457,84,139,255
458,124,160,255
459,160,250,0
460,160,244,0
461,160,237,18
462,160,228,59
463,160,217,102
464,105,246,136
465,146,205,192
466,84,197,255
467,124,198,255
468,160,255,0
469,160,255,0
470,160,255,11
471,160,255,50
472,160,255,91
473,134,249,160
474,134,249,192
475,134,249,224
476,124,224,255
477,160,255,0
478,160,255,0
479,160,255,5
480,160,255,43
481,160,255,82
482,124,255,160
483,124,255,192
484,124,255,224
485,124,255,255
486,250,0,0
487,250,0,32
488,250,0,64
489,250,0,96
490,250,0,128
491,250,0,160
492,250,0,192
493,192,0,255
494,192,0,255
495,250,32,0
496,244,0,32
497,244,0,64
498,244,0,96
499,255,0,134
500,244,0,160
501,244,0,192
502,192,0,255
503,192,0,255
504,250,64,0
505,244,64,0
506,237,18,64
507,237,18,96
508,255,0,128
509,237,18,160
510,237,18,192
511,192,11,255
512,192,5,255
513,250,96,0
514,244,96,0
515,255,64,0
516,255,0,40
517,255,0,111
518,255,0,180
519,228,59,192
520,192,50,255
521,192,43,255
522,250,128,0
523,244,128,0
524,237,128,18
525,255,112,0
526,255,43,91
527,255,5,159
528,217,102,192
529,192,91,255
530,192,82,255
531,250,160,0
532,244,160,0
533,237,160,18
534,228,160,59
535,248,159,71
536,237,113,141
537,238,113,211
538,191,100,255
539,192,124,255
540,250,192,0
541,244,192,0
542,237,192,18
543,228,192,59
544,217,192,102
545,205,192,146
546,159,159,159
547,125,169,255
548,166,192,255
549,192,255,0
550,192,255,0
551,192,255,11
552,192,255,50
553,192,255,91
554,192,255,120
555,137,255,168
556,127,255,253
557,166,226,255
558,192,255,0
559,192,255,0
560,192,255,5
561,192,255,43
562,192,255,82
563,192,255,124
564,166,255,192
565,166,255,224
566,166,255,255
567,255,0,0
568,255,0,32
569,255,0,64
570,255,0,96
571,255,0,128
572,255,0,160
573,255,0,192
574,255,0,224
575,224,0,255
576,255,32,0
577,255,0,32
578,255,0,64
579,255,0,96
580,255,0,128
581,255,0,170
582,255,0,192
583,255,0,224
584,224,0,255
585,255,64,0
586,255,64,0
587,255,11,64
588,255,11,96
589,255,0,121
590,255,0,166
591,255,11,192
592,255,11,224
593,224,5,255
594,255,96,0
595,255,96,0
596,255,96,11
597,255,50,96
598,255,47,127
599,255,6,160
600,255,6,207
601,255,50,224
602,224,43,255
603,255,128,0
604,255,128,0
605,255,128,11
606,255,128,50
607,255,91,128
608,255,74,156
609,255,44,202
610,255,44,254
611,224,82,255
612,255,160,0
613,255,160,0
614,255,160,11
615,255,160,50
616,255,149,44
617,255,84,129
618,255,82,191
619,255,84,255
620,224,124,255
621,255,192,0
622,255,192,0
623,255,210,0
624,255,207,6
625,255,200,51
626,255,191,103
627,255,145,173
628,255,125,255
629,224,166,255
630,255,224,0
631,255,224,0
632,254,255,0
633,254,255,6
634,254,255,44
635,255,245,99
636,255,234,159
637,207,207,207
638,210,227,255
639,224,255,0
640,224,255,0
641,224,255,5
642,224,255,43
643,224,255,82
644,224,255,124
645,224,255,166
646,210,255,224
647,210,255,255
648,255,0,0
649,255,0,32
650,255,0,64
651,255,0,96
652,255,0,128
653,255,0,160
654,255,0,192
655,255,0,224
656,255,0,255
657,255,32,0
658,255,0,32
659,255,0,64
660,255,0,96
661,255,0,128
662,255,0,160
663,255,0,192
664,255,0,224
665,255,0,255
666,255,64,0
667,255,64,0
668,255,5,64
669,255,5,96
670,255,5,128
671,255,5,159
672,255,5,192
673,255,5,224
674,255,5,255
675,255,96,0
676,255,96,0
677,255,96,5
678,255,43,96
679,255,43,128
680,255,43,160
681,255,43,192
682,255,43,224
683,255,43,255
684,255,128,0
685,255,128,0
686,255,128,5
687,255,128,43
688,255,82,128
689,255,82,160
690,255,82,192
691,255,82,224
692,255,82,255
693,255,160,0
694,255,160,0
695,255,160,5
696,255,160,43
697,255,160,82
698,255,124,160
699,255,124,192
700,255,124,224
701,255,124,255
702,255,192,0
703,255,192,0
704,255,192,5
705,255,192,43
706,255,192,82
707,255,192,124
708,255,166,192
709,255,166,224
710,255,166,255
711,255,224,0
712,255,224,0
713,255,224,5
714,255,223,43
715,255,224,82
716,255,224,124
717,255,224,166
718,255,210,224
719,255,210,255
720,255,255,0
721,255,255,0
722,255,255,5
723,255,255,43
724,255,255,82
725,255,255,124
726,255,255,166
727,255,255,210
728,255,255,255
