,R,G,B
230,27,255,160
231,27,255,192
232,27,255,224
233,19,224,255
234,64,255,0
235,64,255,0
236,19,255,64
237,19,255,96
238,19,255,128
239,19,255,160
240,19,255,192
241,19,255,224
242,19,255,255
243,115,0,0
244,115,0,32
245,115,0,64
246,115,0,96
247,96,0,155
248,96,0,196
249,96,0,237
250,96,0,255
251,96,0,255
252,115,32,0
253,108,20,32
254,108,20,64
255,108,20,96
256,96,12,147
257,96,4,187
258,96,0,228
259,96,0,255
260,96,0,255
261,115,64,0
262,108,64,20
263,50,23,26
264,101,58,96
265,96,52,140
266,79,0,255
267,85,4,252
268,80,0,255
269,96,19,255
270,115,96,0
271,108,96,20
272,50,47,23
273,47,47,47
274,90,96,133
275,24,56,232
276,76,96,211
277,36,75,255
278,60,96,255
279,96,155,0
280,96,147,12
281,96,140,52
282,56,166,72
283,90,133,128
284,56,128,200
285,0,121,255
286,20,112,255
287,60,128,255
288,96,196,0
289,96,187,4
290,96,179,44
291,13,242,49
292,48,207,128
293,84,172,160
294,0,183,255
295,20,167,255
296,60,160,255
297,96,237,0
298,96,228,0
299,96,219,36
300,76,211,96
301,76,211,128
302,76,211,160
303,76,211,192
304,68,192,251
305,60,192,255
306,96,255,0
307,96,255,0
308,96,255,27
309,68,251,96
310,68,251,128
311,68,251,160
312,68,251,192
313,68,251,224
314,60,224,255
315,96,255,0
316,96,255,0
317,96,255,19
318,60,255,96
319,60,255,128
320,60,255,160
321,60,255,192
322,60,255,224
323,60,255,255
324,155,0,0
325,155,0,32
326,155,0,64
327,155,0,96
328,155,0,128
329,128,0,196
330,128,0,237
331,128,0,255
332,128,0,255
333,155,32,0
334,147,12,32
335,147,12,64
336,147,12,96
337,147,12,128
338,128,4,187
339,128,0,228
340,128,0,255
341,128,0,255
342,155,64,0
343,147,64,12
344,140,52,64
345,140,52,96
346,140,52,128
347,128,44,179
348,128,36,219
349,128,27,255
350,128,19,255
351,155,96,0
352,147,96,12
353,140,96,52
354,133,90,96
355,133,90,128
356,128,84,172
357,128,76,211
358,128,68,251
359,128,60,255
360,155,128,0
361,147,128,12
362,140,128,52
363,81,77,42
364,77,77,77
365,94,108,193
366,20,65,255
367,108,128,243
368,100,128,255
369,128,196,0
370,128,187,4
371,128,179,44
372,128,206,50
373,88,198,104
374,70,121,115
375,20,167,255
376,61,160,255
377,100,160,255
378,128,237,0
379,128,228,0
380,128,219,36
381,128,211,76
382,45,255,81
383,116,204,160
384,116,204,192
385,61,204,255
386,100,192,255
387,128,255,0
388,128,255,0
389,128,255,27
390,128,251,68
391,108,243,128
392,108,243,160
393,108,243,192
394,108,243,224
395,100,224,255
396,128,255,0
397,128,255,0
398,128,255,19
399,128,255,60
400,100,255,128
401,100,255,160
402,100,255,192
403,100,255,224
404,100,255,255
405,196,0,0
406,196,0,32
407,196,0,64
408,196,0,96
409,196,0,128
410,196,0,160
411,160,0,237
412,160,0,255
413,160,0,255
414,196,32,0
415,187,4,32
416,187,4,64
417,187,4,96
418,187,4,128
419,187,4,160
420,160,0,228
421,160,0,255
422,160,0,255
423,196,64,0
424,237,48,0
425,255,0,8
426,179,44,96
427,255,0,148
428,179,44,160
429,160,36,219
430,160,27,255
431,160,19,255
432,196,96,0
433,187,96,4
434,250,80,0
435,227,28,59
436,254,1,127
437,203,53,181
438,160,76,211
439,160,68,251
440,160,60,255
441,196,128,0
442,187,128,4
443,179,128,44
444,198,127,56
445,121,70,77
446,179,107,170
447,115,60,175
448,160,108,243
449,160,100,255
450,196,160,0
451,187,160,4
452,179,160,44
453,172,160,84
454,121,115,70
455,115,115,115
456,126,140,225
457,101,139,255
458,140,160,255
459,160,237,0
460,160,228,0
461,160,219,36
462,160,211,76
463,160,204,116
464,120,230,136
465,154,197,192
466,101,197,255
467,140,198,255
468,160,255,0
469,160,255,0
470,160,255,27
471,160,251,68
472,160,243,108
473,148,236,160
474,148,236,192
475,148,236,224
476,140,224,255
477,160,255,0
478,160,255,0
479,160,255,19
480,160,255,60
481,160,255,100
482,140,255,160
483,140,255,192
484,140,255,224
485,140,255,255
486,237,0,0
487,237,0,32
488,237,0,64
489,237,0,96
490,237,0,128
491,237,0,160
492,237,0,192
493,192,0,255
494,192,0,255
495,237,32,0
496,228,0,32
497,228,0,64
498,228,0,96
499,255,0,134
500,228,0,160
501,228,0,192
502,192,0,255
503,192,0,255
504,237,64,0
505,228,64,0
506,219,36,64
507,219,36,96
508,255,0,128
509,219,36,160
510,219,36,192
511,192,27,255
512,192,19,255
513,237,96,0
514,228,96,0
515,255,64,0
516,255,0,40
517,255,0,111
518,255,0,180
519,211,76,192
520,192,68,251
521,192,60,255
522,237,128,0
523,228,128,0
524,219,128,36
525,255,112,4
526,255,60,91
527,255,19,159
528,204,116,192
529,192,108,243
530,192,100,255
531,237,160,0
532,228,160,0
533,219,160,36
534,211,160,76
535,230,159,88
536,223,127,141
537,224,127,211
538,191,117,255
539,192,140,255
540,237,192,0
541,228,192,0
542,219,192,36
543,211,192,76
544,204,192,116
545,197,192,154
546,159,159,159
547,142,169,255
548,180,192,255
549,192,255,0
550,192,255,0
551,192,255,27
552,192,251,68
553,192,243,108
554,192,247,136
555,152,255,168
556,143,255,253
557,180,226,255
558,192,255,0
559,192,255,0
560,192,255,19
561,192,255,60
562,192,255,100
563,192,255,140
564,180,255,192
565,180,255,224
566,180,255,255
567,255,0,0
568,255,0,32
569,255,0,64
570,255,0,96
571,255,0,128
572,255,0,160
573,255,0,192
574,255,0,224
575,224,0,255
576,255,32,0
577,255,0,32
578,255,0,64
579,255,0,96
580,255,0,128
581,255,0,170
582,255,0,192
583,255,0,224
584,224,0,255
585,255,64,0
586,255,64,0
587,255,27,64
588,255,27,96
589,255,0,121
590,255,0,166
591,255,27,192
592,255,27,224
593,224,19,255
594,255,96,0
595,255,96,0
596,255,96,27
597,251,68,96
598,253,65,127
599,255,20,160
600,255,20,207
601,251,68,224
602,224,60,255
603,255,128,0
604,255,128,0
605,255,128,27
606,251,128,68
607,243,108,128
608,255,91,156
609,255,61,202
610,255,61,254
611,224,100,255
612,255,160,0
613,255,160,0
614,255,160,27
615,251,160,68
616,255,149,61
617,255,101,129
618,255,100,191
619,255,101,255
620,224,140,255
621,255,192,0
622,255,192,0
623,255,210,0
624,255,207,20
625,255,200,69
626,255,191,120
627,255,159,173
628,255,142,255
629,224,180,255
630,255,224,0
631,255,224,0
632,254,255,0
633,254,255,20
634,254,255,61
635,255,245,117
636,243,234,171
637,207,207,207
638,219,227,255
639,224,255,0
640,224,255,0
641,224,255,19
642,224,255,60
643,224,255,100
644,224,255,140
645,224,255,180
646,219,255,224
647,219,255,255
648,255,0,0
649,255,0,32
650,255,0,64
651,255,0,96
652,255,0,128
653,255,0,160
654,255,0,192
655,255,0,224
656,255,0,255
657,255,32,0
658,255,0,32
659,255,0,64
660,255,0,96
661,255,0,128
662,255,0,160
663,255,0,192
664,255,0,224
665,255,0,255
666,255,64,0
667,255,64,0
668,255,19,64
669,255,19,96
670,255,19,128
671,255,19,159
672,255,19,192
673,255,19,224
674,255,19,255
675,255,96,0
676,255,96,0
677,255,96,19
678,255,60,96
679,255,60,128
680,255,60,160
681,255,60,192
682,255,60,224
683,255,60,255
684,255,128,0
685,255,128,0
686,255,128,19
687,255,128,60
688,255,100,128
689,255,100,160
690,255,100,192
691,255,100,224
692,255,100,255
693,255,160,0
694,255,160,0
695,255,160,19
696,255,160,60
697,255,160,100
698,255,140,160
699,255,140,192
700,255,140,224
701,255,140,255
702,255,192,0
703,255,192,0
704,255,192,19
705,255,192,60
706,255,192,100
707,255,192,140
708,255,180,192
709,255,180,224
710,255,180,255
711,255,224,0
712,255,224,0
713,255,224,19
714,255,223,60
715,255,224,100
716,255,224,140
717,255,224,180
718,255,219,224
719,255,219,255
720,255,255,0
721,255,255,0
722,255,255,19
723,255,255,60
724,255,255,100
725,255,255,140
726,255,255,180
727,255,255,219
728,255,255,255
