,R,G,B
463,139,161,120
464,124,179,124
465,139,161,161
466,120,164,255
467,139,165,255
468,139,188,0
469,139,188,57
470,139,188,81
471,139,188,101
472,139,188,120
473,139,188,139
474,139,188,161
475,139,188,188
476,139,188,255
477,139,255,0
478,139,255,57
479,139,255,81
480,139,255,101
481,139,255,120
482,139,255,139
483,139,255,161
484,139,255,188
485,139,255,255
486,161,0,0
487,161,0,57
488,161,0,81
489,161,0,101
490,161,0,120
491,161,0,139
492,161,0,161
493,161,0,188
494,161,0,255
495,161,57,0
496,161,57,57
497,161,57,81
498,161,57,101
499,188,0,123
500,161,57,139
501,161,57,161
502,161,57,188
503,161,57,255
504,161,81,0
505,161,81,57
506,161,81,81
507,161,81,101
508,196,50,120
509,161,81,139
510,161,81,161
511,161,81,188
512,161,81,255
513,161,101,0
514,161,101,57
515,255,81,12
516,218,64,64
517,208,68,110
518,255,57,152
519,161,101,161
520,161,101,188
521,161,101,255
522,161,120,0
523,161,120,57
524,161,120,81
525,204,110,70
526,193,98,98
527,255,81,139
528,161,120,161
529,161,120,188
530,161,120,255
531,161,139,0
532,161,139,57
533,161,139,81
534,161,139,101
535,175,139,108
536,175,127,127
537,176,127,176
538,160,126,213
539,161,139,255
540,161,161,0
541,161,161,57
542,161,161,81
543,161,161,101
544,161,161,120
545,161,161,139
546,139,139,139
547,140,145,255
548,161,161,255
549,161,188,0
550,161,188,57
551,161,188,81
552,161,188,101
553,161,188,120
554,161,196,134
555,144,218,144
556,140,235,235
557,161,190,255
558,161,255,0
559,161,255,57
560,161,255,81
561,161,255,101
562,161,255,120
563,161,255,139
564,161,255,161
565,161,255,188
566,161,255,255
567,188,0,0
568,188,0,57
569,188,0,81
570,188,0,101
571,188,0,120
572,188,0,139
573,188,0,161
574,188,0,188
575,188,0,255
576,188,57,0
577,188,57,57
578,188,57,81
579,188,57,101
580,255,12,120
581,255,12,146
582,188,57,161
583,188,57,188
584,188,57,255
585,188,81,0
586,188,81,57
587,188,81,81
588,188,81,101
589,255,58,116
590,255,58,143
591,188,81,161
592,188,81,188
593,188,81,255
594,188,101,0
595,188,101,57
596,188,101,81
597,188,101,101
598,189,100,119
599,255,81,139
600,255,81,172
601,188,101,188
602,188,101,255
603,188,120,0
604,188,120,57
605,188,120,81
606,188,120,101
607,188,120,120
608,200,113,137
609,255,101,168
610,255,101,240
611,188,120,255
612,188,139,0
613,188,139,57
614,188,139,81
615,188,139,101
616,255,132,101
617,255,120,120
618,255,120,160
619,255,120,255
620,188,139,255
621,188,161,0
622,188,161,57
623,255,175,58
624,255,172,81
625,225,167,104
626,210,160,127
627,210,148,148
628,255,140,255
629,188,161,255
630,188,188,0
631,188,188,57
632,240,255,58
633,240,255,81
634,240,255,101
635,215,215,126
636,199,199,153
637,172,172,172
638,188,191,255
639,188,255,0
640,188,255,57
641,188,255,81
642,188,255,101
643,188,255,120
644,188,255,139
645,188,255,161
646,188,255,188
647,188,255,255
648,255,0,0
649,255,0,57
650,255,0,81
651,255,0,101
652,255,0,120
653,255,0,139
654,255,0,161
655,255,0,188
656,255,0,255
657,255,57,0
658,255,57,57
659,255,57,81
660,255,57,101
661,255,57,120
662,255,57,139
663,255,57,161
664,255,57,188
665,255,57,255
666,255,81,0
667,255,81,57
668,255,81,81
669,255,81,101
670,255,81,120
671,255,81,139
672,255,81,161
673,255,81,188
674,255,81,255
675,255,101,0
676,255,101,57
677,255,101,81
678,255,101,101
679,255,101,120
680,255,101,139
681,255,101,161
682,255,101,188
683,255,101,255
684,255,120,0
685,255,120,57
686,255,120,81
687,255,120,101
688,255,120,120
689,255,120,139
690,255,120,161
691,255,120,188
692,255,120,255
693,255,139,0
694,255,139,57
695,255,139,81
696,255,139,101
697,255,139,120
698,255,139,139
699,255,139,161
700,255,139,188
701,255,139,255
702,255,161,0
703,255,161,57
704,255,161,81
705,255,161,101
706,255,161,120
707,255,161,139
708,255,161,161
709,255,161,188
710,255,161,255
711,255,188,0
712,255,188,57
713,255,188,81
714,255,187,101
715,255,188,120
716,255,188,139
717,255,188,161
718,255,188,188
719,255,188,255
720,255,255,0
721,255,255,57
722,255,255,81
723,255,255,101
724,255,255,120
725,255,255,139
726,255,255,161
727,255,255,188
728,255,255,255
