,R,G,B
616,255,155,108
617,255,137,137
618,255,136,192
619,255,137,255
620,223,165,255
621,223,193,0
622,223,193,43
623,255,210,44
624,255,207,78
625,248,201,113
626,240,192,148
627,240,176,176
628,255,166,255
629,223,193,255
630,223,223,0
631,223,223,43
632,253,255,44
633,253,255,78
634,253,255,108
635,243,243,146
636,232,232,184
637,207,207,207
638,223,225,255
639,223,255,0
640,223,255,43
641,223,255,77
642,223,255,107
643,223,255,136
644,223,255,165
645,223,255,193
646,223,255,223
647,223,255,255
648,255,0,0
649,255,0,43
650,255,0,77
651,255,0,107
652,255,0,136
653,255,0,165
654,255,0,193
655,255,0,223
656,255,0,255
657,255,43,0
658,255,43,43
659,255,43,77
660,255,43,107
661,255,43,136
662,255,43,165
663,255,43,193
664,255,43,223
665,255,43,255
666,255,77,0
667,255,77,43
668,255,77,77
669,255,77,107
670,255,77,136
671,255,77,164
672,255,77,193
673,255,77,223
674,255,77,255
675,255,107,0
676,255,107,43
677,255,107,77
678,255,107,107
679,255,107,136
680,255,107,165
681,255,107,193
682,255,107,223
683,255,107,255
684,255,136,0
685,255,136,43
686,255,136,77
687,255,136,107
688,255,136,136
689,255,136,165
690,255,136,193
691,255,136,223
692,255,136,255
693,255,165,0
694,255,165,43
695,255,165,77
696,255,165,107
697,255,165,136
698,255,165,165
699,255,165,193
700,255,165,223
701,255,165,255
702,255,193,0
703,255,193,43
704,255,193,77
705,255,193,107
706,255,193,136
707,255,193,165
708,255,193,193
709,255,193,223
710,255,193,255
711,255,223,0
712,255,223,43
713,255,223,77
714,255,222,107
715,255,223,136
716,255,223,165
717,255,223,193
718,255,223,223
719,255,223,255
720,255,255,0
721,255,255,43
722,255,255,77
723,255,255,107
724,255,255,136
725,255,255,165
726,255,255,193
727,255,255,223
728,255,255,255
