,R,G,B
234,64,255,0
235,64,255,32
236,64,255,64
237,64,255,96
238,64,255,128
239,64,255,160
240,64,255,192
241,64,255,224
242,64,255,255
243,96,0,0
244,96,0,32
245,96,0,64
246,96,0,96
247,96,0,128
248,96,0,160
249,96,0,192
250,96,0,224
251,96,0,255
252,96,32,0
253,96,32,32
254,96,32,64
255,96,32,96
256,96,32,128
257,96,32,160
258,96,32,192
259,96,32,224
260,96,32,255
261,96,64,0
262,96,64,32
263,47,26,26
264,96,64,96
265,96,64,128
266,79,13,211
267,85,43,213
268,80,38,250
269,96,64,255
270,96,96,0
271,96,96,32
272,47,47,26
273,47,47,47
274,96,96,128
275,56,56,200
276,96,96,192
277,75,75,245
278,96,96,255
279,96,128,0
280,96,128,32
281,96,128,64
282,72,151,72
283,96,128,128
284,77,128,179
285,33,121,255
286,65,112,255
287,96,128,255
288,96,160,0
289,96,160,32
290,96,160,64
291,49,207,49
292,72,184,128
293,96,160,160
294,33,183,255
295,65,167,255
296,96,160,255
297,96,192,0
298,96,192,32
299,96,192,64
300,96,192,96
301,96,192,128
302,96,192,160
303,96,192,192
304,96,192,224
305,96,192,255
306,96,224,0
307,96,224,32
308,96,224,64
309,96,224,96
310,96,224,128
311,96,224,160
312,96,224,192
313,96,224,224
314,96,224,255
315,96,255,0
316,96,255,32
317,96,255,64
318,96,255,96
319,96,255,128
320,96,255,160
321,96,255,192
322,96,255,224
323,96,255,255
324,128,0,0
325,128,0,32
326,128,0,64
327,128,0,96
328,128,0,128
329,128,0,160
330,128,0,192
331,128,0,224
332,128,0,255
333,128,32,0
334,128,32,32
335,128,32,64
336,128,32,96
337,128,32,128
338,128,32,160
339,128,32,192
340,128,32,224
341,128,32,255
342,128,64,0
343,128,64,32
344,128,64,64
345,128,64,96
346,128,64,128
347,128,64,160
348,128,64,192
349,128,64,224
350,128,64,255
351,128,96,0
352,128,96,32
353,128,96,64
354,128,96,96
355,128,96,128
356,128,96,160
357,128,96,192
358,128,96,224
359,128,96,255
360,128,128,0
361,128,128,32
362,128,128,64
363,77,77,47
364,77,77,77
365,108,108,180
366,65,65,255
367,128,128,224
368,128,128,255
369,128,160,0
370,128,160,32
371,128,160,64
372,128,183,73
373,104,183,104
374,77,115,115
375,65,167,255
376,97,160,255
377,128,160,255
378,128,192,0
379,128,192,32
380,128,192,64
381,128,192,96
382,81,239,81
383,128,192,160
384,128,192,192
385,97,204,255
386,128,192,255
387,128,224,0
388,128,224,32
389,128,224,64
390,128,224,96
391,128,224,128
392,128,224,160
393,128,224,192
394,128,224,224
395,128,224,255
396,128,255,0
397,128,255,32
398,128,255,64
399,128,255,96
400,128,255,128
401,128,255,160
402,128,255,192
403,128,255,224
404,128,255,255
405,160,0,0
406,160,0,32
407,160,0,64
408,160,0,96
409,160,0,128
410,160,0,160
411,160,0,192
412,160,0,224
413,160,0,255
414,160,32,0
415,160,32,32
416,160,32,64
417,160,32,96
418,160,32,128
419,160,32,160
420,160,32,192
421,160,32,224
422,160,32,255
423,160,64,0
424,192,48,0
425,215,8,8
426,160,64,96
427,223,0,148
428,160,64,160
429,160,64,192
430,160,64,224
431,160,64,255
432,160,96,0
433,160,96,32
434,206,80,17
435,197,59,59
436,214,41,127
437,181,75,181
438,160,96,192
439,160,96,224
440,160,96,255
441,160,128,0
442,160,128,32
443,160,128,64
444,178,127,77
445,115,77,77
446,170,117,170
447,115,77,159
448,160,128,224
449,160,128,255
450,160,160,0
451,160,160,32
452,160,160,64
453,160,160,96
454,115,115,77
455,115,115,115
456,140,140,212
457,129,139,255
458,160,160,255
459,160,192,0
460,160,192,32
461,160,192,64
462,160,192,96
463,160,192,128
464,136,215,136
465,160,192,192
466,129,197,255
467,160,198,255
468,160,224,0
469,160,224,32
470,160,224,64
471,160,224,96
472,160,224,128
473,160,224,160
474,160,224,192
475,160,224,224
476,160,224,255
477,160,255,0
478,160,255,32
479,160,255,64
480,160,255,96
481,160,255,128
482,160,255,160
483,160,255,192
484,160,255,224
485,160,255,255
486,192,0,0
487,192,0,32
488,192,0,64
489,192,0,96
490,192,0,128
491,192,0,160
492,192,0,192
493,192,0,224
494,192,0,255
495,192,32,0
496,192,32,32
497,192,32,64
498,192,32,96
499,224,0,134
500,192,32,160
501,192,32,192
502,192,32,224
503,192,32,255
504,192,64,0
505,192,64,32
506,192,64,64
507,192,64,96
508,232,24,128
509,192,64,160
510,192,64,192
511,192,64,224
512,192,64,255
513,192,96,0
514,192,96,32
515,255,64,1
516,247,40,40
517,241,46,111
518,255,32,180
519,192,96,192
520,192,96,224
521,192,96,255
522,192,128,0
523,192,128,32
524,192,128,64
525,238,112,49
526,229,91,91
527,255,64,159
528,192,128,192
529,192,128,224
530,192,128,255
531,192,160,0
532,192,160,32
533,192,160,64
534,192,160,96
535,210,159,109
536,210,141,141
537,211,141,211
538,191,139,244
539,192,160,255
540,192,192,0
541,192,192,32
542,192,192,64
543,192,192,96
544,192,192,128
545,192,192,160
546,159,159,159
547,161,169,255
548,192,192,255
549,192,224,0
550,192,224,32
551,192,224,64
552,192,224,96
553,192,224,128
554,192,232,152
555,168,247,168
556,162,253,253
557,192,226,255
558,192,255,0
559,192,255,32
560,192,255,64
561,192,255,96
562,192,255,128
563,192,255,160
564,192,255,192
565,192,255,224
566,192,255,255
567,224,0,0
568,224,0,32
569,224,0,64
570,224,0,96
571,224,0,128
572,224,0,160
573,224,0,192
574,224,0,224
575,224,0,255
576,224,32,0
577,224,32,32
578,224,32,64
579,224,32,96
580,255,1,128
581,255,1,170
582,224,32,192
583,224,32,224
584,224,32,255
585,224,64,0
586,224,64,32
587,224,64,64
588,224,64,96
589,255,33,121
590,255,33,166
591,224,64,192
592,224,64,224
593,224,64,255
594,224,96,0
595,224,96,32
596,224,96,64
597,224,96,96
598,225,94,127
599,255,65,160
600,255,65,207
601,224,96,224
602,224,96,255
603,224,128,0
604,224,128,32
605,224,128,64
606,224,128,96
607,224,128,128
608,235,117,156
609,255,97,202
610,255,97,254
611,224,128,255
612,224,160,0
613,224,160,32
614,224,160,64
615,224,160,96
616,255,149,97
617,255,129,129
618,255,128,191
619,255,129,255
620,224,160,255
621,224,192,0
622,224,192,32
623,255,210,33
624,255,207,65
625,250,200,102
626,242,191,141
627,242,173,173
628,255,161,255
629,224,192,255
630,224,224,0
631,224,224,32
632,254,255,33
633,254,255,65
634,254,255,97
635,245,245,139
636,234,234,181
637,207,207,207
638,224,227,255
639,224,255,0
640,224,255,32
641,224,255,64
642,224,255,96
643,224,255,128
644,224,255,160
645,224,255,192
646,224,255,224
647,224,255,255
648,255,0,0
649,255,0,32
650,255,0,64
651,255,0,96
652,255,0,128
653,255,0,160
654,255,0,192
655,255,0,224
656,255,0,255
657,255,32,0
658,255,32,32
659,255,32,64
660,255,32,96
661,255,32,128
662,255,32,160
663,255,32,192
664,255,32,224
665,255,32,255
666,255,64,0
667,255,64,32
668,255,64,64
669,255,64,96
670,255,64,128
671,255,64,159
672,255,64,192
673,255,64,224
674,255,64,255
675,255,96,0
676,255,96,32
677,255,96,64
678,255,96,96
679,255,96,128
680,255,96,160
681,255,96,192
682,255,96,224
683,255,96,255
684,255,128,0
685,255,128,32
686,255,128,64
687,255,128,96
688,255,128,128
689,255,128,160
690,255,128,192
691,255,128,224
692,255,128,255
693,255,160,0
694,255,160,32
695,255,160,64
696,255,160,96
697,255,160,128
698,255,160,160
699,255,160,192
700,255,160,224
701,255,160,255
702,255,192,0
703,255,192,32
704,255,192,64
705,255,192,96
706,255,192,128
707,255,192,160
708,255,192,192
709,255,192,224
710,255,192,255
711,255,224,0
712,255,224,32
713,255,224,64
714,255,223,96
715,255,224,128
716,255,224,160
717,255,224,192
718,255,224,224
719,255,224,255
720,255,255,0
721,255,255,32
722,255,255,64
723,255,255,96
724,255,255,128
725,255,255,160
726,255,255,192
727,255,255,224
728,255,255,255
