,R,G,B
211,53,170,128
212,53,170,160
213,0,191,255
214,36,160,251
215,26,160,255
216,64,230,0
217,64,219,4
218,45,210,64
219,45,210,96
220,45,210,128
221,45,210,160
222,45,210,192
223,36,192,251
224,26,192,255
225,64,255,0
226,64,255,0
227,36,251,64
228,36,251,96
229,36,251,128
230,36,251,160
231,36,251,192
232,36,251,224
233,26,224,255
234,64,255,0
235,64,255,0
236,26,255,64
237,26,255,96
238,26,255,128
239,26,255,160
240,26,255,192
241,26,255,224
242,26,255,255
243,106,0,0
244,106,0,32
245,106,0,64
246,106,0,96
247,96,0,146
248,96,0,187
249,96,0,230
250,96,0,255
251,96,0,255
252,106,32,0
253,101,26,32
254,101,26,64
255,101,26,96
256,96,21,138
257,96,13,178
258,96,4,219
259,96,0,255
260,96,0,255
261,106,64,0
262,101,64,26
263,47,25,26
264,97,62,96
265,96,58,133
266,79,0,251
267,85,12,243
268,80,0,255
269,96,26,255
270,106,96,0
271,101,96,26
272,47,47,25
273,47,47,47
274,94,96,129
275,33,56,222
276,85,96,202
277,44,75,255
278,69,96,255
279,96,146,0
280,96,138,21
281,96,133,58
282,64,158,72
283,94,129,128
284,64,128,191
285,0,121,255
286,27,112,255
287,69,128,255
288,96,187,0
289,96,178,13
290,96,170,53
291,22,233,49
292,57,198,128
293,90,165,160
294,0,183,255
295,27,167,255
296,69,160,255
297,96,230,0
298,96,219,4
299,96,210,45
300,85,202,96
301,85,202,128
302,85,202,160
303,85,202,192
304,77,192,242
305,69,192,255
306,96,255,0
307,96,255,0
308,96,251,36
309,77,242,96
310,77,242,128
311,77,242,160
312,77,242,192
313,77,242,224
314,69,224,255
315,96,255,0
316,96,255,0
317,96,255,26
318,69,255,96
319,69,255,128
320,69,255,160
321,69,255,192
322,69,255,224
323,69,255,255
324,146,0,0
325,146,0,32
326,146,0,64
327,146,0,96
328,146,0,128
329,128,0,187
330,128,0,230
331,128,0,255
332,128,0,255
333,146,32,0
334,138,21,32
335,138,21,64
336,138,21,96
337,138,21,128
338,128,13,178
339,128,4,219
340,128,0,255
341,128,0,255
342,146,64,0
343,138,64,21
344,133,58,64
345,133,58,96
346,133,58,128
347,128,53,170
348,128,45,210
349,128,36,251
350,128,26,255
351,146,96,0
352,138,96,21
353,133,96,58
354,129,94,96
355,129,94,128
356,128,90,165
357,128,85,202
358,128,77,242
359,128,69,255
360,146,128,0
361,138,128,21
362,133,128,58
363,78,77,45
364,77,77,77
365,101,108,186
366,27,65,255
367,117,128,234
368,110,128,255
369,128,187,0
370,128,178,13
371,128,170,53
372,128,197,59
373,96,190,104
374,75,117,115
375,27,167,255
376,70,160,255
377,110,160,255
378,128,230,0
379,128,219,4
380,128,210,45
381,128,202,85
382,54,255,81
383,122,197,160
384,122,197,192
385,70,204,255
386,110,192,255
387,128,255,0
388,128,255,0
389,128,251,36
390,128,242,77
391,117,234,128
392,117,234,160
393,117,234,192
394,117,234,224
395,110,224,255
396,128,255,0
397,128,255,0
398,128,255,26
399,128,255,69
400,110,255,128
401,110,255,160
402,110,255,192
403,110,255,224
404,110,255,255
405,187,0,0
406,187,0,32
407,187,0,64
408,187,0,96
409,187,0,128
410,187,0,160
411,160,0,230
412,160,0,255
413,160,0,255
414,187,32,0
415,178,13,32
416,178,13,64
417,178,13,96
418,178,13,128
419,178,13,160
420,160,4,219
421,160,0,255
422,160,0,255
423,187,64,0
424,230,48,0
425,255,0,8
426,170,53,96
427,255,0,148
428,170,53,160
429,160,45,210
430,160,36,251
431,160,26,255
432,187,96,0
433,178,96,13
434,243,80,0
435,218,38,59
436,245,9,127
437,194,62,181
438,160,85,202
439,160,77,242
440,160,69,255
441,187,128,0
442,178,128,13
443,170,128,53
444,190,127,65
445,117,75,77
446,173,113,170
447,115,68,167
448,160,117,234
449,160,110,255
450,187,160,0
451,178,160,13
452,170,160,53
453,165,160,90
454,117,115,75
455,115,115,115
456,133,140,218
457,111,139,255
458,149,160,255
459,160,230,0
460,160,219,4
461,160,210,45
462,160,202,85
463,160,197,122
464,128,222,136
465,158,193,192
466,111,197,255
467,149,198,255
468,160,255,0
469,160,255,0
470,160,251,36
471,160,242,77
472,160,234,117
473,154,229,160
474,154,229,192
475,154,229,224
476,149,224,255
477,160,255,0
478,160,255,0
479,160,255,26
480,160,255,69
481,160,255,110
482,149,255,160
483,149,255,192
484,149,255,224
485,149,255,255
486,230,0,0
487,230,0,32
488,230,0,64
489,230,0,96
490,230,0,128
491,230,0,160
492,230,0,192
493,192,0,255
494,192,0,255
495,230,32,0
496,219,4,32
497,219,4,64
498,219,4,96
499,255,0,134
500,219,4,160
501,219,4,192
502,192,0,255
503,192,0,255
504,230,64,0
505,219,64,4
506,210,45,64
507,210,45,96
508,255,0,128
509,210,45,160
510,210,45,192
511,192,36,251
512,192,26,255
513,230,96,0
514,219,96,4
515,255,64,0
516,255,0,40
517,255,6,111
518,255,0,180
519,202,85,192
520,192,77,242
521,192,69,255
522,230,128,0
523,219,128,4
524,210,128,45
525,255,112,12
526,250,70,91
527,255,26,159
528,197,122,192
529,192,117,234
530,192,110,255
531,230,160,0
532,219,160,4
533,210,160,45
534,202,160,85
535,222,159,97
536,216,135,141
537,217,135,211
538,191,126,255
539,192,149,255
540,230,192,0
541,219,192,4
542,210,192,45
543,202,192,85
544,197,192,122
545,193,192,158
546,159,159,159
547,150,169,255
548,187,192,255
549,192,255,0
550,192,255,0
551,192,251,36
552,192,242,77
553,192,234,117
554,192,239,144
555,160,254,168
556,152,255,253
557,187,226,255
558,192,255,0
559,192,255,0
560,192,255,26
561,192,255,69
562,192,255,110
563,192,255,149
564,187,255,192
565,187,255,224
566,187,255,255
567,255,0,0
568,255,0,32
569,255,0,64
570,255,0,96
571,255,0,128
572,255,0,160
573,255,0,192
574,255,0,224
575,224,0,255
576,255,32,0
577,255,0,32
578,255,0,64
579,255,0,96
580,255,0,128
581,255,0,170
582,255,0,192
583,255,0,224
584,224,0,255
585,255,64,0
586,255,64,0
587,251,36,64
588,251,36,96
589,255,0,121
590,255,0,166
591,251,36,192
592,251,36,224
593,224,26,255
594,255,96,0
595,255,96,0
596,251,96,36
597,242,77,96
598,244,75,127
599,255,27,160
600,255,27,207
601,242,77,224
602,224,69,255
603,255,128,0
604,255,128,0
605,251,128,36
606,242,128,77
607,234,117,128
608,250,101,156
609,255,70,202
610,255,70,254
611,224,110,255
612,255,160,0
613,255,160,0
614,251,160,36
615,242,160,77
616,255,149,70
617,255,111,129
618,255,110,191
619,255,111,255
620,224,149,255
621,255,192,0
622,255,192,0
623,255,210,0
624,255,207,27
625,255,200,78
626,254,191,129
627,248,167,173
628,255,150,255
629,224,187,255
630,255,224,0
631,255,224,0
632,254,255,0
633,254,255,27
634,254,255,70
635,255,245,126
636,237,234,177
637,207,207,207
638,222,227,255
639,224,255,0
640,224,255,0
641,224,255,26
642,224,255,69
643,224,255,110
644,224,255,149
645,224,255,187
646,222,255,224
647,222,255,255
648,255,0,0
649,255,0,32
650,255,0,64
651,255,0,96
652,255,0,128
653,255,0,160
654,255,0,192
655,255,0,224
656,255,0,255
657,255,32,0
658,255,0,32
659,255,0,64
660,255,0,96
661,255,0,128
662,255,0,160
663,255,0,192
664,255,0,224
665,255,0,255
666,255,64,0
667,255,64,0
668,255,26,64
669,255,26,96
670,255,26,128
671,255,26,159
672,255,26,192
673,255,26,224
674,255,26,255
675,255,96,0
676,255,96,0
677,255,96,26
678,255,69,96
679,255,69,128
680,255,69,160
681,255,69,192
682,255,69,224
683,255,69,255
684,255,128,0
685,255,128,0
686,255,128,26
687,255,128,69
688,255,110,128
689,255,110,160
690,255,110,192
691,255,110,224
692,255,110,255
693,255,160,0
694,255,160,0
695,255,160,26
696,255,160,69
697,255,160,110
698,255,149,160
699,255,149,192
700,255,149,224
701,255,149,255
702,255,192,0
703,255,192,0
704,255,192,26
705,255,192,69
706,255,192,110
707,255,192,149
708,255,187,192
709,255,187,224
710,255,187,255
711,255,224,0
712,255,224,0
713,255,224,26
714,255,223,69
715,255,224,110
716,255,224,149
717,255,224,187
718,255,222,224
719,255,222,255
720,255,255,0
721,255,255,0
722,255,255,26
723,255,255,69
724,255,255,110
725,255,255,149
726,255,255,187
727,255,255,222
728,255,255,255
