,R,G,B
384,131,181,181
385,108,191,255
386,131,181,255
387,131,210,0
388,131,210,52
389,131,210,81
390,131,210,107
391,131,210,131
392,131,210,156
393,131,210,181
394,131,210,210
395,131,210,255
396,131,255,0
397,131,255,52
398,131,255,81
399,131,255,107
400,131,255,131
401,131,255,156
402,131,255,181
403,131,255,210
404,131,255,255
405,156,0,0
406,156,0,52
407,156,0,81
408,156,0,107
409,156,0,131
410,156,0,156
411,156,0,181
412,156,0,210
413,156,0,255
414,156,52,0
415,156,52,52
416,156,52,81
417,156,52,107
418,156,52,131
419,156,52,156
420,156,52,181
421,156,52,210
422,156,52,255
423,156,81,0
424,181,67,0
425,201,21,21
426,156,81,107
427,209,0,146
428,156,81,156
429,156,81,181
430,156,81,210
431,156,81,255
432,156,107,0
433,156,107,52
434,193,94,34
435,185,77,77
436,200,60,131
437,172,90,172
438,156,107,181
439,156,107,210
440,156,107,255
441,156,131,0
442,156,131,52
443,156,131,81
444,170,131,92
445,121,92,92
446,163,123,163
447,121,92,155
448,156,131,210
449,156,131,255
450,156,156,0
451,156,156,52
452,156,156,81
453,156,156,107
454,121,121,92
455,121,121,121
456,140,140,198
457,132,140,255
458,156,156,255
459,156,181,0
460,156,181,52
461,156,181,81
462,156,181,107
463,156,181,131
464,137,201,137
465,156,181,181
466,132,185,255
467,156,186,255
468,156,210,0
469,156,210,52
470,156,210,81
471,156,210,107
472,156,210,131
473,156,210,156
474,156,210,181
475,156,210,210
476,156,210,255
477,156,255,0
478,156,255,52
479,156,255,81
480,156,255,107
481,156,255,131
482,156,255,156
483,156,255,181
484,156,255,210
485,156,255,255
486,181,0,0
487,181,0,52
488,181,0,81
489,181,0,107
490,181,0,131
491,181,0,156
492,181,0,181
493,181,0,210
494,181,0,255
495,181,52,0
496,181,52,52
497,181,52,81
498,181,52,107
499,210,0,136
500,181,52,156
501,181,52,181
502,181,52,210
503,181,52,255
504,181,81,0
505,181,81,52
506,181,81,81
507,181,81,107
508,218,43,131
509,181,81,156
510,181,81,181
511,181,81,210
512,181,81,255
513,181,107,0
514,181,107,52
515,255,81,6
516,237,59,59
517,229,65,118
518,255,52,171
519,181,107,181
520,181,107,210
521,181,107,255
522,181,131,0
523,181,131,52
524,181,131,81
525,225,119,68
526,215,103,103
527,255,81,155
528,181,131,181
529,181,131,210
530,181,131,255
531,181,156,0
532,181,156,52
533,181,156,81
534,181,156,107
535,197,155,117
536,197,141,141
537,198,141,198
538,180,140,232
539,181,156,255
540,181,181,0
541,181,181,52
542,181,181,81
543,181,181,107
544,181,181,131
545,181,181,156
546,155,155,155
547,156,163,255
548,181,181,255
549,181,210,0
550,181,210,52
551,181,210,81
552,181,210,107
553,181,210,131
554,181,218,150
555,162,237,162
556,157,248,248
557,181,212,255
558,181,255,0
559,181,255,52
560,181,255,81
561,181,255,107
562,181,255,131
563,181,255,156
564,181,255,181
565,181,255,210
566,181,255,255
567,210,0,0
568,210,0,52
569,210,0,81
570,210,0,107
571,210,0,131
572,210,0,156
573,210,0,181
574,210,0,210
575,210,0,255
576,210,52,0
577,210,52,52
578,210,52,81
579,210,52,107
580,255,6,131
581,255,6,163
582,210,52,181
583,210,52,210
584,210,52,255
585,210,81,0
586,210,81,52
587,210,81,81
588,210,81,107
589,255,53,126
590,255,53,160
591,210,81,181
592,210,81,210
593,210,81,255
594,210,107,0
595,210,107,52
596,210,107,81
597,210,107,107
598,211,105,131
599,255,82,156
600,255,82,194
601,210,107,210
602,210,107,255
603,210,131,0
604,210,131,52
605,210,131,81
606,210,131,107
607,210,131,131
608,221,123,153
609,255,108,190
610,255,108,250
611,210,131,255
612,210,156,0
613,210,156,52
614,210,156,81
615,210,156,107
616,255,147,108
617,255,132,132
618,255,131,180
619,255,132,255
620,210,156,255
621,210,181,0
622,210,181,52
623,255,197,53
624,255,194,82
625,242,188,111
626,230,180,141
627,230,166,166
628,255,156,255
629,210,181,255
630,210,210,0
631,210,210,52
632,250,255,53
633,250,255,82
634,250,255,108
635,234,234,140
636,220,220,172
637,194,194,194
638,210,213,255
639,210,255,0
640,210,255,52
641,210,255,81
642,210,255,107
643,210,255,131
644,210,255,156
645,210,255,181
646,210,255,210
647,210,255,255
648,255,0,0
649,255,0,52
650,255,0,81
651,255,0,107
652,255,0,131
653,255,0,156
654,255,0,181
655,255,0,210
656,255,0,255
657,255,52,0
658,255,52,52
659,255,52,81
660,255,52,107
661,255,52,131
662,255,52,156
663,255,52,181
664,255,52,210
665,255,52,255
666,255,81,0
667,255,81,52
668,255,81,81
669,255,81,107
670,255,81,131
671,255,81,155
672,255,81,181
673,255,81,210
674,255,81,255
675,255,107,0
676,255,107,52
677,255,107,81
678,255,107,107
679,255,107,131
680,255,107,156
681,255,107,181
682,255,107,210
683,255,107,255
684,255,131,0
685,255,131,52
686,255,131,81
687,255,131,107
688,255,131,131
689,255,131,156
690,255,131,181
691,255,131,210
692,255,131,255
693,255,156,0
694,255,156,52
695,255,156,81
696,255,156,107
697,255,156,131
698,255,156,156
699,255,156,181
700,255,156,210
701,255,156,255
702,255,181,0
703,255,181,52
704,255,181,81
705,255,181,107
706,255,181,131
707,255,181,156
708,255,181,181
709,255,181,210
710,255,181,255
711,255,210,0
712,255,210,52
713,255,210,81
714,255,209,107
715,255,210,131
716,255,210,156
717,255,210,181
718,255,210,210
719,255,210,255
720,255,255,0
721,255,255,52
722,255,255,81
723,255,255,107
724,255,255,131
725,255,255,156
726,255,255,181
727,255,255,210
728,255,255,255
