,R,G,B
510,210,55,210
511,210,55,239
512,210,55,255
513,210,94,0
514,210,94,21
515,255,55,0
516,253,29,29
517,250,35,113
518,255,21,197
519,210,94,210
520,210,94,239
521,210,94,255
522,210,134,0
523,210,134,21
524,210,134,55
525,248,114,38
526,243,87,87
527,255,55,173
528,210,134,210
529,210,134,239
530,210,134,255
531,210,174,0
532,210,174,21
533,210,174,55
534,210,174,94
535,228,173,110
536,228,151,151
537,229,151,229
538,209,148,251
539,210,174,255
540,210,210,0
541,210,210,21
542,210,210,55
543,210,210,94
544,210,210,134
545,210,210,174
546,173,173,173
547,175,185,255
548,210,210,255
549,210,239,0
550,210,239,21
551,210,239,55
552,210,239,94
553,210,239,134
554,210,245,164
555,183,253,183
556,176,254,254
557,210,241,255
558,210,255,0
559,210,255,21
560,210,255,55
561,210,255,94
562,210,255,134
563,210,255,174
564,210,255,210
565,210,255,239
566,210,255,255
567,239,0,0
568,239,0,21
569,239,0,55
570,239,0,94
571,239,0,134
572,239,0,174
573,239,0,210
574,239,0,239
575,239,0,255
576,239,21,0
577,239,21,21
578,239,21,55
579,239,21,94
580,255,0,134
581,255,0,186
582,239,21,210
583,239,21,239
584,239,21,255
585,239,55,0
586,239,55,21
587,239,55,55
588,239,55,94
589,255,22,125
590,255,22,181
591,239,55,210
592,239,55,239
593,239,55,255
594,239,94,0
595,239,94,21
596,239,94,55
597,239,94,94
598,240,91,133
599,255,56,174
600,255,56,225
601,239,94,239
602,239,94,255
603,239,134,0
604,239,134,21
605,239,134,55
606,239,134,94
607,239,134,134
608,247,120,169
609,255,95,220
610,255,95,254
611,239,134,255
612,239,174,0
613,239,174,21
614,239,174,55
615,239,174,94
616,255,161,95
617,255,136,136
618,255,134,209
619,255,136,255
620,239,174,255
621,239,210,0
622,239,210,21
623,255,228,22
624,255,225,56
625,254,218,101
626,251,209,151
627,251,189,189
628,255,175,255
629,239,210,255
630,239,239,0
631,239,239,21
632,254,255,22
633,254,255,56
634,254,255,95
635,252,252,148
636,246,246,198
637,225,225,225
638,239,241,255
639,239,255,0
640,239,255,21
641,239,255,55
642,239,255,94
643,239,255,134
644,239,255,174
645,239,255,210
646,239,255,239
647,239,255,255
648,255,0,0
649,255,0,21
650,255,0,55
651,255,0,94
652,255,0,134
653,255,0,174
654,255,0,210
655,255,0,239
656,255,0,255
657,255,21,0
658,255,21,21
659,255,21,55
660,255,21,94
661,255,21,134
662,255,21,174
663,255,21,210
664,255,21,239
665,255,21,255
666,255,55,0
667,255,55,21
668,255,55,55
669,255,55,94
670,255,55,134
671,255,55,173
672,255,55,210
673,255,55,239
674,255,55,255
675,255,94,0
676,255,94,21
677,255,94,55
678,255,94,94
679,255,94,134
680,255,94,174
681,255,94,210
682,255,94,239
683,255,94,255
684,255,134,0
685,255,134,21
686,255,134,55
687,255,134,94
688,255,134,134
689,255,134,174
690,255,134,210
691,255,134,239
692,255,134,255
693,255,174,0
694,255,174,21
695,255,174,55
696,255,174,94
697,255,174,134
698,255,174,174
699,255,174,210
700,255,174,239
701,255,174,255
702,255,210,0
703,255,210,21
704,255,210,55
705,255,210,94
706,255,210,134
707,255,210,174
708,255,210,210
709,255,210,239
710,255,210,255
711,255,239,0
712,255,239,21
713,255,239,55
714,255,238,94
715,255,239,134
716,255,239,174
717,255,239,210
718,255,239,239
719,255,239,255
720,255,255,0
721,255,255,21
722,255,255,55
723,255,255,94
724,255,255,134
725,255,255,174
726,255,255,210
727,255,255,239
728,255,255,255
