,R,G,B
393,131,242,213
394,131,242,242
395,131,242,255
396,131,255,0
397,131,255,16
398,131,255,47
399,131,255,87
400,131,255,131
401,131,255,174
402,131,255,213
403,131,255,242
404,131,255,255
405,174,0,0
406,174,0,16
407,174,0,47
408,174,0,87
409,174,0,131
410,174,0,174
411,174,0,213
412,174,0,242
413,174,0,255
414,174,16,0
415,174,16,16
416,174,16,47
417,174,16,87
418,174,16,131
419,174,16,174
420,174,16,213
421,174,16,242
422,174,16,255
423,174,47,0
424,213,30,0
425,235,1,1
426,174,47,87
427,241,0,158
428,174,47,174
429,174,47,213
430,174,47,242
431,174,47,255
432,174,87,0
433,174,87,16
434,227,67,5
435,218,42,42
436,234,24,129
437,200,60,200
438,174,87,213
439,174,87,242
440,174,87,255
441,174,131,0
442,174,131,16
443,174,131,47
444,197,129,63
445,113,63,63
446,187,116,187
447,113,63,173
448,174,131,242
449,174,131,255
450,174,174,0
451,174,174,16
452,174,174,47
453,174,174,87
454,113,113,63
455,113,113,113
456,147,147,232
457,132,146,255
458,174,174,255
459,174,213,0
460,174,213,16
461,174,213,47
462,174,213,87
463,174,213,131
464,142,235,142
465,174,213,213
466,132,218,255
467,174,219,255
468,174,242,0
469,174,242,16
470,174,242,47
471,174,242,87
472,174,242,131
473,174,242,174
474,174,242,213
475,174,242,242
476,174,242,255
477,174,255,0
478,174,255,16
479,174,255,47
480,174,255,87
481,174,255,131
482,174,255,174
483,174,255,213
484,174,255,242
485,174,255,255
486,213,0,0
487,213,0,16
488,213,0,47
489,213,0,87
490,213,0,131
491,213,0,174
492,213,0,213
493,213,0,242
494,213,0,255
495,213,16,0
496,213,16,16
497,213,16,47
498,213,16,87
499,242,0,139
500,213,16,174
501,213,16,213
502,213,16,242
503,213,16,255
504,213,47,0
505,213,47,16
506,213,47,47
507,213,47,87
508,247,10,131
509,213,47,174
510,213,47,213
511,213,47,242
512,213,47,255
513,213,87,0
514,213,87,16
515,255,47,0
516,253,23,23
517,251,28,107
518,255,16,199
519,213,87,213
520,213,87,242
521,213,87,255
522,213,131,0
523,213,131,16
524,213,131,47
525,250,109,31
526,245,81,81
527,255,47,173
528,213,131,213
529,213,131,242
530,213,131,255
531,213,174,0
532,213,174,16
533,213,174,47
534,213,174,87
535,231,173,105
536,231,149,149
537,231,149,231
538,212,146,252
539,213,174,255
540,213,213,0
541,213,213,16
542,213,213,47
543,213,213,87
544,213,213,131
545,213,213,174
546,173,173,173
547,175,185,255
548,213,213,255
549,213,242,0
550,213,242,16
551,213,242,47
552,213,242,87
553,213,242,131
554,213,247,163
555,184,253,184
556,177,254,254
557,213,243,255
558,213,255,0
559,213,255,16
560,213,255,47
561,213,255,87
562,213,255,131
563,213,255,174
564,213,255,213
565,213,255,242
566,213,255,255
567,242,0,0
568,242,0,16
569,242,0,47
570,242,0,87
571,242,0,131
572,242,0,174
573,242,0,213
574,242,0,242
575,242,0,255
576,242,16,0
577,242,16,16
578,242,16,47
579,242,16,87
580,255,0,131
581,255,0,187
582,242,16,213
583,242,16,242
584,242,16,255
585,242,47,0
586,242,47,16
587,242,47,47
588,242,47,87
589,255,17,121
590,255,17,182
591,242,47,213
592,242,47,242
593,242,47,255
594,242,87,0
595,242,87,16
596,242,87,47
597,242,87,87
598,243,85,129
599,255,48,174
600,255,48,228
601,242,87,242
602,242,87,255
603,242,131,0
604,242,131,16
605,242,131,47
606,242,131,87
607,242,131,131
608,249,116,169
609,255,88,223
610,255,88,254
611,242,131,255
612,242,174,0
613,242,174,16
614,242,174,47
615,242,174,87
616,255,159,88
617,255,132,132
618,255,131,212
619,255,132,255
620,242,174,255
621,242,213,0
622,242,213,16
623,255,231,17
624,255,228,48
625,254,221,95
626,252,212,149
627,252,190,190
628,255,175,255
629,242,213,255
630,242,242,0
631,242,242,16
632,254,255,17
633,254,255,48
634,254,255,88
635,253,253,146
636,248,248,200
637,228,228,228
638,242,244,255
639,242,255,0
640,242,255,16
641,242,255,47
642,242,255,87
643,242,255,131
644,242,255,174
645,242,255,213
646,242,255,242
647,242,255,255
648,255,0,0
649,255,0,16
650,255,0,47
651,255,0,87
652,255,0,131
653,255,0,174
654,255,0,213
655,255,0,242
656,255,0,255
657,255,16,0
658,255,16,16
659,255,16,47
660,255,16,87
661,255,16,131
662,255,16,174
663,255,16,213
664,255,16,242
665,255,16,255
666,255,47,0
667,255,47,16
668,255,47,47
669,255,47,87
670,255,47,131
671,255,47,173
672,255,47,213
673,255,47,242
674,255,47,255
675,255,87,0
676,255,87,16
677,255,87,47
678,255,87,87
679,255,87,131
680,255,87,174
681,255,87,213
682,255,87,242
683,255,87,255
684,255,131,0
685,255,131,16
686,255,131,47
687,255,131,87
688,255,131,131
689,255,131,174
690,255,131,213
691,255,131,242
692,255,131,255
693,255,174,0
694,255,174,16
695,255,174,47
696,255,174,87
697,255,174,131
698,255,174,174
699,255,174,213
700,255,174,242
701,255,174,255
702,255,213,0
703,255,213,16
704,255,213,47
705,255,213,87
706,255,213,131
707,255,213,174
708,255,213,213
709,255,213,242
710,255,213,255
711,255,242,0
712,255,242,16
713,255,242,47
714,255,241,87
715,255,242,131
716,255,242,174
717,255,242,213
718,255,242,242
719,255,242,255
720,255,255,0
721,255,255,16
722,255,255,47
723,255,255,87
724,255,255,131
725,255,255,174
726,255,255,213
727,255,255,242
728,255,255,255
