,R,G,B
211,58,165,128
212,58,165,160
213,0,191,255
214,52,160,235
215,48,160,255
216,64,207,0
217,64,203,20
218,55,200,64
219,55,200,96
220,55,200,128
221,55,200,160
222,55,200,192
223,52,192,235
224,48,192,255
225,64,245,0
226,64,239,16
227,52,235,64
228,52,235,96
229,52,235,128
230,52,235,160
231,52,235,192
232,52,235,224
233,48,224,255
234,64,255,0
235,64,255,10
236,48,255,64
237,48,255,96
238,48,255,128
239,48,255,160
240,48,255,192
241,48,255,224
242,48,255,255
243,101,0,0
244,101,0,32
245,101,0,64
246,101,0,96
247,96,0,136
248,96,0,171
249,96,0,207
250,96,0,245
251,96,0,255
252,101,32,0
253,99,28,32
254,99,28,64
255,99,28,96
256,96,26,133
257,96,23,168
258,96,20,203
259,96,16,239
260,96,10,255
261,101,64,0
262,99,64,28
263,48,25,26
264,97,62,96
265,96,60,131
266,79,0,227
267,85,30,225
268,80,19,255
269,96,48,255
270,101,96,0
271,99,96,28
272,48,47,25
273,47,47,47
274,94,96,129
275,46,56,209
276,90,96,197
277,62,75,255
278,84,96,255
279,96,136,0
280,96,133,26
281,96,131,60
282,67,155,72
283,94,129,128
284,71,128,185
285,11,121,255
286,50,112,255
287,84,128,255
288,96,171,0
289,96,168,23
290,96,165,58
291,38,218,49
292,65,190,128
293,92,163,160
294,11,183,255
295,50,167,255
296,84,160,255
297,96,207,0
298,96,203,20
299,96,200,55
300,90,197,96
301,90,197,128
302,90,197,160
303,90,197,192
304,87,192,232
305,84,192,255
306,96,245,0
307,96,239,16
308,96,235,52
309,87,232,96
310,87,232,128
311,87,232,160
312,87,232,192
313,87,232,224
314,84,224,255
315,96,255,0
316,96,255,10
317,96,255,48
318,84,255,96
319,84,255,128
320,84,255,160
321,84,255,192
322,84,255,224
323,84,255,255
324,136,0,0
325,136,0,32
326,136,0,64
327,136,0,96
328,136,0,128
329,128,0,171
330,128,0,207
331,128,0,245
332,128,0,255
333,136,32,0
334,133,26,32
335,133,26,64
336,133,26,96
337,133,26,128
338,128,23,168
339,128,20,203
340,128,16,239
341,128,10,255
342,136,64,0
343,133,64,26
344,131,60,64
345,131,60,96
346,131,60,128
347,128,58,165
348,128,55,200
349,128,52,235
350,128,48,255
351,136,96,0
352,133,96,26
353,131,96,60
354,129,94,96
355,129,94,128
356,128,92,163
357,128,90,197
358,128,87,232
359,128,84,255
360,136,128,0
361,133,128,26
362,131,128,60
363,78,77,45
364,77,77,77
365,104,108,184
366,50,65,255
367,122,128,229
368,120,128,255
369,128,171,0
370,128,168,23
371,128,165,58
372,128,189,66
373,99,187,104
374,75,117,115
375,50,167,255
376,86,160,255
377,120,160,255
378,128,207,0
379,128,203,20
380,128,200,55
381,128,197,90
382,70,250,81
383,124,195,160
384,124,195,192
385,86,204,255
386,120,192,255
387,128,245,0
388,128,239,16
389,128,235,52
390,128,232,87
391,122,229,128
392,122,229,160
393,122,229,192
394,122,229,224
395,120,224,255
396,128,255,0
397,128,255,10
398,128,255,48
399,128,255,84
400,120,255,128
401,120,255,160
402,120,255,192
403,120,255,224
404,120,255,255
405,171,0,0
406,171,0,32
407,171,0,64
408,171,0,96
409,171,0,128
410,171,0,160
411,160,0,207
412,160,0,245
413,160,0,255
414,171,32,0
415,168,23,32
416,168,23,64
417,168,23,96
418,168,23,128
419,168,23,160
420,160,20,203
421,160,16,239
422,160,10,255
423,171,64,0
424,207,48,0
425,233,0,8
426,165,58,96
427,244,0,148
428,165,58,160
429,160,55,200
430,160,52,235
431,160,48,255
432,171,96,0
433,168,96,23
434,221,80,2
435,206,50,59
436,226,28,127
437,187,68,181
438,160,90,197
439,160,87,232
440,160,84,255
441,171,128,0
442,168,128,23
443,165,128,58
444,184,127,71
445,117,75,77
446,172,114,170
447,115,72,163
448,160,122,229
449,160,120,255
450,171,160,0
451,168,160,23
452,165,160,58
453,163,160,92
454,117,115,75
455,115,115,115
456,136,140,216
457,121,139,255
458,154,160,255
459,160,207,0
460,160,203,20
461,160,200,55
462,160,197,90
463,160,195,124
464,131,219,136
465,158,193,192
466,121,197,255
467,154,198,255
468,160,245,0
469,160,239,16
470,160,235,52
471,160,232,87
472,160,229,122
473,156,227,160
474,156,227,192
475,156,227,224
476,154,224,255
477,160,255,0
478,160,255,10
479,160,255,48
480,160,255,84
481,160,255,120
482,154,255,160
483,154,255,192
484,154,255,224
485,154,255,255
486,207,0,0
487,207,0,32
488,207,0,64
489,207,0,96
490,207,0,128
491,207,0,160
492,207,0,192
493,192,0,245
494,192,0,255
495,207,32,0
496,203,20,32
497,203,20,64
498,203,20,96
499,245,0,134
500,203,20,160
501,203,20,192
502,192,16,239
503,192,10,255
504,207,64,0
505,203,64,20
506,200,55,64
507,200,55,96
508,250,5,128
509,200,55,160
510,200,55,192
511,192,52,235
512,192,48,255
513,207,96,0
514,203,96,20
515,255,64,0
516,255,22,40
517,255,30,111
518,255,10,180
519,197,90,192
520,192,87,232
521,192,84,255
522,207,128,0
523,203,128,20
524,200,128,55
525,253,112,34
526,238,82,91
527,255,48,159
528,195,124,192
529,192,122,229
530,192,120,255
531,207,160,0
532,203,160,20
533,200,160,55
534,197,160,90
535,216,159,103
536,213,137,141
537,214,137,211
538,191,132,250
539,192,154,255
540,207,192,0
541,203,192,20
542,200,192,55
543,197,192,90
544,195,192,124
545,193,192,158
546,159,159,159
547,155,169,255
548,188,192,255
549,192,245,0
550,192,239,16
551,192,235,52
552,192,232,87
553,192,229,122
554,192,236,147
555,163,251,168
556,156,255,253
557,188,226,255
558,192,255,0
559,192,255,10
560,192,255,48
561,192,255,84
562,192,255,120
563,192,255,154
564,188,255,192
565,188,255,224
566,188,255,255
567,245,0,0
568,245,0,32
569,245,0,64
570,245,0,96
571,245,0,128
572,245,0,160
573,245,0,192
574,245,0,224
575,224,0,255
576,245,32,0
577,239,16,32
578,239,16,64
579,239,16,96
580,255,0,128
581,255,0,170
582,239,16,192
583,239,16,224
584,224,10,255
585,245,64,0
586,239,64,16
587,235,52,64
588,235,52,96
589,255,11,121
590,255,11,166
591,235,52,192
592,235,52,224
593,224,48,255
594,245,96,0
595,239,96,16
596,235,96,52
597,232,87,96
598,233,85,127
599,255,50,160
600,255,50,207
601,232,87,224
602,224,84,255
603,245,128,0
604,239,128,16
605,235,128,52
606,232,128,87
607,229,122,128
608,242,109,156
609,255,86,202
610,255,86,254
611,224,120,255
612,245,160,0
613,239,160,16
614,235,160,52
615,232,160,87
616,255,149,86
617,255,121,129
618,255,120,191
619,255,121,255
620,224,154,255
621,245,192,0
622,239,192,16
623,255,210,11
624,255,207,50
625,255,200,92
626,248,191,135
627,245,169,173
628,255,155,255
629,224,188,255
630,245,224,0
631,239,224,16
632,254,255,11
633,254,255,50
634,254,255,86
635,251,245,132
636,236,234,178
637,207,207,207
638,222,227,255
639,224,255,0
640,224,255,10
641,224,255,48
642,224,255,84
643,224,255,120
644,224,255,154
645,224,255,188
646,222,255,224
647,222,255,255
648,255,0,0
649,255,0,32
650,255,0,64
651,255,0,96
652,255,0,128
653,255,0,160
654,255,0,192
655,255,0,224
656,255,0,255
657,255,32,0
658,255,10,32
659,255,10,64
660,255,10,96
661,255,10,128
662,255,10,160
663,255,10,192
664,255,10,224
665,255,10,255
666,255,64,0
667,255,64,10
668,255,48,64
669,255,48,96
670,255,48,128
671,255,48,159
672,255,48,192
673,255,48,224
674,255,48,255
675,255,96,0
676,255,96,10
677,255,96,48
678,255,84,96
679,255,84,128
680,255,84,160
681,255,84,192
682,255,84,224
683,255,84,255
684,255,128,0
685,255,128,10
686,255,128,48
687,255,128,84
688,255,120,128
689,255,120,160
690,255,120,192
691,255,120,224
692,255,120,255
693,255,160,0
694,255,160,10
695,255,160,48
696,255,160,84
697,255,160,120
698,255,154,160
699,255,154,192
700,255,154,224
701,255,154,255
702,255,192,0
703,255,192,10
704,255,192,48
705,255,192,84
706,255,192,120
707,255,192,154
708,255,188,192
709,255,188,224
710,255,188,255
711,255,224,0
712,255,224,10
713,255,224,48
714,255,223,84
715,255,224,120
716,255,224,154
717,255,224,188
718,255,222,224
719,255,222,255
720,255,255,0
721,255,255,10
722,255,255,48
723,255,255,84
724,255,255,120
725,255,255,154
726,255,255,188
727,255,255,222
728,255,255,255
