,R,G,B
0,0,0,0
1,0,0,27
2,0,0,63
3,0,0,100
4,0,0,137
5,0,0,173
6,0,0,207
7,0,0,236
8,0,0,255
9,0,27,0
10,0,27,27
11,0,27,63
12,0,27,100
13,0,27,137
14,0,27,173
15,0,27,207
16,0,27,236
17,0,27,255
18,0,63,0
19,0,63,27
20,0,63,63
21,0,63,100
22,0,63,137
23,0,63,173
24,0,63,207
25,0,63,236
26,0,63,255
27,0,100,0
28,0,100,27
29,0,100,63
30,0,100,100
31,0,100,137
32,0,100,173
33,0,100,207
34,0,100,236
35,0,100,255
36,0,137,0
37,0,137,27
38,0,137,63
39,0,137,100
40,0,137,137
41,0,137,173
42,0,137,207
43,0,137,236
44,0,137,255
45,0,173,0
46,0,173,27
47,0,173,63
48,0,173,100
49,0,173,137
50,0,173,173
51,0,173,207
52,0,173,236
53,0,173,255
54,0,207,0
55,0,207,27
56,0,207,63
57,0,207,100
58,0,207,137
59,0,207,173
60,0,207,207
61,0,207,236
62,0,207,255
63,0,236,0
64,0,236,27
65,0,236,63
66,0,236,100
67,0,236,137
68,0,236,173
69,0,236,207
70,0,236,236
71,0,236,255
72,0,255,0
73,0,255,27
74,0,255,63
75,0,255,100
76,0,255,137
77,0,255,173
78,0,255,207
79,0,255,236
80,0,255,255
81,27,0,0
82,27,0,27
83,27,0,63
84,27,0,100
85,27,0,137
86,27,0,173
87,27,0,207
88,27,0,236
89,27,0,255
90,27,27,0
91,27,27,27
92,27,27,63
93,27,27,100
94,27,27,137
95,27,27,173
96,27,27,207
97,27,27,236
98,27,27,255
99,27,63,0
100,27,63,27
101,27,63,63
102,27,63,100
103,27,63,137
104,27,63,173
105,27,63,207
106,27,63,236
107,27,63,255
108,27,100,0
109,27,100,27
110,27,100,63
111,27,100,100
112,27,100,137
113,27,100,173
114,27,100,207
115,27,100,236
116,27,100,255
117,27,137,0
118,27,137,27
119,27,137,63
120,27,137,100
121,27,137,137
122,27,137,173
123,27,137,207
124,27,137,236
125,27,137,255
126,27,173,0
127,27,173,27
128,27,173,63
129,27,173,100
130,27,173,137
131,27,173,173
132,27,173,207
133,27,173,236
134,27,173,255
135,27,207,0
136,27,207,27
137,27,207,63
138,27,207,100
139,27,207,137
140,27,207,173
141,27,207,207
142,27,207,236
143,27,207,255
144,27,236,0
145,27,236,27
146,27,236,63
147,27,236,100
148,27,236,137
149,27,236,173
150,27,236,207
151,27,236,236
152,27,236,255
153,27,255,0
154,27,255,27
155,27,255,63
156,27,255,100
157,27,255,137
158,27,255,173
159,27,255,207
160,27,255,236
161,27,255,255
162,63,0,0
163,63,0,27
164,63,0,63
165,63,0,100
166,63,0,137
167,63,0,173
168,63,0,207
169,63,0,236
170,63,0,255
171,63,27,0
172,63,27,27
173,63,27,63
174,63,27,100
175,63,27,137
176,63,27,173
177,63,27,207
178,63,27,236
179,63,27,255
180,63,63,0
181,21,21,8
182,21,21,21
183,63,63,100
184,19,19,182
185,2,2,232
186,39,39,226
187,63,63,236
188,63,63,255
189,63,100,0
190,63,100,27
191,63,100,63
192,63,100,100
193,41,100,158
194,10,80,223
195,63,100,207
196,63,100,236
197,63,100,255
198,63,137,0
199,63,137,27
200,13,189,13
201,36,164,100
202,63,137,137
203,63,137,173
204,0,148,255
205,29,129,255
206,63,136,255
207,63,173,0
208,63,173,27
209,63,173,63
210,2,232,75
211,63,173,137
212,63,173,173
213,0,206,255
214,63,173,236
215,63,173,255
216,63,207,0
217,63,207,27
218,63,207,63
219,63,207,100
220,63,207,137
221,63,207,173
222,63,207,207
223,63,207,236
224,63,207,255
225,63,236,0
226,63,236,27
227,63,236,63
228,63,236,100
229,63,236,137
230,63,236,173
231,63,236,207
232,63,236,236
233,63,236,255
234,63,255,0
235,63,255,27
236,63,255,63
237,63,255,100
238,63,255,137
239,63,255,173
240,63,255,207
241,63,255,236
242,63,255,255
243,100,0,0
244,100,0,27
245,100,0,63
246,100,0,100
247,100,0,137
248,100,0,173
249,100,0,207
250,100,0,236
251,100,0,255
252,100,27,0
253,100,27,27
254,100,27,63
255,100,27,100
256,100,27,137
257,100,27,173
258,100,27,207
259,100,27,236
260,100,27,255
261,100,63,0
262,100,63,27
263,43,21,21
264,100,63,100
265,100,63,137
266,80,9,225
267,87,39,226
268,81,34,253
269,100,63,255
270,100,100,0
271,100,100,27
272,43,43,21
273,43,43,43
274,100,100,137
275,53,53,214
276,100,100,207
277,75,75,250
278,100,100,255
279,100,137,0
280,100,137,27
281,100,137,63
282,72,163,72
283,100,137,137
284,77,137,193
285,29,129,255
286,64,118,255
287,100,137,255
288,100,173,0
289,100,173,27
290,100,173,63
