,R,G,B
677,255,96,9
678,255,48,96
679,255,48,128
680,255,48,160
681,255,48,192
682,255,48,224
683,255,48,255
684,255,128,0
685,255,128,0
686,255,128,9
687,255,128,48
688,255,88,128
689,255,88,160
690,255,88,192
691,255,88,224
692,255,88,255
693,255,160,0
694,255,160,0
695,255,160,9
696,255,160,48
697,255,160,88
698,255,129,160
699,255,129,192
700,255,129,224
701,255,129,255
702,255,192,0
703,255,192,0
704,255,192,9
705,255,192,48
706,255,192,88
707,255,192,129
708,255,171,192
709,255,171,224
710,255,171,255
711,255,224,0
712,255,224,0
713,255,224,9
714,255,223,48
715,255,224,88
716,255,224,129
717,255,224,171
718,255,213,224
719,255,213,255
720,255,255,0
721,255,255,0
722,255,255,9
723,255,255,48
724,255,255,88
725,255,255,129
726,255,255,171
727,255,255,213
728,255,255,255
