,R,G,B
146,0,255,64
147,0,255,96
148,0,255,128
149,0,255,160
150,0,255,192
151,0,255,224
152,0,224,255
153,32,255,0
154,0,255,32
155,0,255,64
156,0,255,96
157,0,255,128
158,0,255,160
159,0,255,192
160,0,255,224
161,0,255,255
162,77,0,0
163,77,0,32
164,77,0,64
165,64,0,116
166,64,0,155
167,64,0,194
168,64,0,234
169,64,0,255
170,64,0,255
171,77,32,0
172,70,25,32
173,70,25,64
174,64,19,109
175,64,12,148
176,64,4,187
177,64,0,226
178,64,0,255
179,64,0,255
180,77,64,0
181,28,26,9
182,26,26,26
183,57,64,102
184,0,24,198
185,0,4,255
186,5,43,250
187,29,64,255
188,21,64,255
189,64,116,0
190,64,109,19
191,57,102,64
192,57,102,96
193,23,96,168
194,0,79,252
195,36,96,219
196,29,96,255
197,21,96,255
198,64,155,0
199,64,148,12
200,0,209,17
201,16,175,96
202,51,141,128
203,44,128,180
204,0,138,255
205,0,121,255
206,21,127,255
207,64,194,0
208,64,187,4
209,44,180,64
210,0,255,75
211,44,180,128
212,44,180,160
213,0,191,255
214,29,160,255
215,21,160,255
216,64,234,0
217,64,226,0
218,36,219,64
219,36,219,96
220,36,219,128
221,36,219,160
222,36,219,192
223,29,192,255
224,21,192,255
225,64,255,0
226,64,255,0
227,29,255,64
228,29,255,96
229,29,255,128
230,29,255,160
231,29,255,192
232,29,255,224
233,21,224,255
234,64,255,0
235,64,255,0
236,21,255,64
237,21,255,96
238,21,255,128
239,21,255,160
240,21,255,192
241,21,255,224
242,21,255,255
243,116,0,0
244,116,0,32
245,116,0,64
246,116,0,96
247,96,0,155
248,96,0,194
249,96,0,234
250,96,0,255
251,96,0,255
252,116,32,0
253,109,19,32
254,109,19,64
255,109,19,96
256,96,12,148
257,96,4,187
258,96,0,226
259,96,0,255
260,96,0,255
261,116,64,0
262,109,64,19
263,51,22,26
264,102,57,96
265,96,51,141
266,79,0,255
267,85,5,250
268,80,0,255
269,96,21,255
270,116,96,0
271,109,96,19
272,51,47,22
273,47,47,47
274,89,96,134
275,25,56,230
276,76,96,212
277,37,75,255
278,61,96,255
279,96,155,0
280,96,148,12
281,96,141,51
282,55,167,72
283,89,134,128
284,55,128,200
285,0,121,255
286,22,112,255
287,61,128,255
288,96,194,0
289,96,187,4
290,96,180,44
291,14,241,49
292,48,207,128
293,83,173,160
294,0,183,255
295,22,167,255
296,61,160,255
297,96,234,0
298,96,226,0
299,96,219,36
300,76,212,96
301,76,212,128
302,76,212,160
303,76,212,192
304,68,192,251
305,61,192,255
306,96,255,0
307,96,255,0
308,96,255,29
309,68,251,96
310,68,251,128
311,68,251,160
312,68,251,192
313,68,251,224
314,61,224,255
315,96,255,0
316,96,255,0
317,96,255,21
318,61,255,96
319,61,255,128
320,61,255,160
321,61,255,192
322,61,255,224
323,61,255,255
324,155,0,0
325,155,0,32
326,155,0,64
327,155,0,96
328,155,0,128
329,128,0,194
330,128,0,234
331,128,0,255
332,128,0,255
333,155,32,0
334,148,12,32
335,148,12,64
336,148,12,96
337,148,12,128
338,128,4,187
339,128,0,226
340,128,0,255
341,128,0,255
342,155,64,0
343,148,64,12
344,141,51,64
345,141,51,96
346,141,51,128
347,128,44,180
348,128,36,219
349,128,29,255
350,128,21,255
351,155,96,0
352,148,96,12
353,141,96,51
354,134,89,96
355,134,89,128
356,128,83,173
357,128,76,212
358,128,68,251
359,128,61,255
360,155,128,0
361,148,128,12
362,141,128,51
363,83,77,41
364,77,77,77
365,93,108,194
366,22,65,255
367,108,128,244
368,101,128,255
369,128,194,0
370,128,187,4
371,128,180,44
372,128,206,50
373,87,199,104
374,69,122,115
375,22,167,255
376,62,160,255
377,101,160,255
378,128,234,0
379,128,226,0
380,128,219,36
381,128,212,76
382,46,255,81
383,115,205,160
384,115,205,192
385,62,204,255
386,101,192,255
387,128,255,0
388,128,255,0
389,128,255,29
390,128,251,68
391,108,244,128
392,108,244,160
393,108,244,192
394,108,244,224
395,101,224,255
396,128,255,0
397,128,255,0
398,128,255,21
399,128,255,61
400,101,255,128
401,101,255,160
402,101,255,192
403,101,255,224
404,101,255,255
405,194,0,0
406,194,0,32
407,194,0,64
408,194,0,96
409,194,0,128
410,194,0,160
411,160,0,234
412,160,0,255
413,160,0,255
414,194,32,0
415,187,4,32
416,187,4,64
417,187,4,96
418,187,4,128
419,187,4,160
420,160,0,226
421,160,0,255
422,160,0,255
423,194,64,0
424,234,48,0
425,255,0,8
426,180,44,96
427,255,0,148
428,180,44,160
429,160,36,219
430,160,29,255
431,160,21,255
432,194,96,0
433,187,96,4
434,248,80,0
435,226,29,59
436,252,3,127
437,203,52,181
438,160,76,212
439,160,68,251
440,160,61,255
441,194,128,0
442,187,128,4
443,180,128,44
444,199,127,56
445,122,69,77
446,180,106,170
447,115,60,176
448,160,108,244
449,160,101,255
450,194,160,0
451,187,160,4
452,180,160,44
453,173,160,83
454,122,115,69
455,115,115,115
456,125,140,226
457,102,139,255
458,140,160,255
459,160,234,0
460,160,226,0
461,160,219,36
462,160,212,76
463,160,205,115
464,119,231,136
465,153,198,192
466,102,197,255
467,140,198,255
468,160,255,0
469,160,255,0
470,160,255,29
471,160,251,68
472,160,244,108
473,147,237,160
474,147,237,192
475,147,237,224
476,140,224,255
477,160,255,0
478,160,255,0
479,160,255,21
480,160,255,61
481,160,255,101
482,140,255,160
483,140,255,192
484,140,255,224
485,140,255,255
486,234,0,0
487,234,0,32
488,234,0,64
489,234,0,96
490,234,0,128
491,234,0,160
492,234,0,192
493,192,0,255
494,192,0,255
495,234,32,0
496,226,0,32
497,226,0,64
498,226,0,96
499,255,0,134
500,226,0,160
501,226,0,192
502,192,0,255
503,192,0,255
504,234,64,0
505,226,64,0
506,219,36,64
507,219,36,96
508,255,0,128
509,219,36,160
510,219,36,192
511,192,29,255
512,192,21,255
513,234,96,0
514,226,96,0
515,255,64,0
516,255,0,40
517,255,2,111
518,255,0,180
519,212,76,192
520,192,68,251
521,192,61,255
522,234,128,0
523,226,128,0
524,219,128,36
525,255,112,7
526,255,61,91
527,255,21,159
528,205,115,192
529,192,108,244
530,192,101,255
531,234,160,0
532,226,160,0
533,219,160,36
534,212,160,76
535,231,159,88
536,224,127,141
537,225,126,211
538,191,117,255
539,192,140,255
540,234,192,0
541,226,192,0
542,219,192,36
543,212,192,76
544,205,192,115
545,198,192,153
546,159,159,159
547,141,169,255
548,179,192,255
549,192,255,0
550,192,255,0
551,192,255,29
552,192,251,68
553,192,244,108
554,192,248,135
555,151,255,168
556,143,255,253
557,179,226,255
558,192,255,0
559,192,255,0
560,192,255,21
561,192,255,61
562,192,255,101
563,192,255,140
564,179,255,192
565,179,255,224
566,179,255,255
567,255,0,0
568,255,0,32
569,255,0,64
570,255,0,96
571,255,0,128
572,255,0,160
573,255,0,192
574,255,0,224
575,224,0,255
576,255,32,0
577,255,0,32
578,255,0,64
579,255,0,96
580,255,0,128
581,255,0,170
582,255,0,192
583,255,0,224
584,224,0,255
585,255,64,0
586,255,64,0
587,255,29,64
588,255,29,96
589,255,0,121
590,255,0,166
591,255,29,192
592,255,29,224
593,224,21,255
594,255,96,0
595,255,96,0
596,255,96,29
597,251,68,96
598,252,66,127
599,255,22,160
600,255,22,207
601,251,68,224
602,224,61,255
603,255,128,0
604,255,128,0
605,255,128,29
606,251,128,68
607,244,108,128
608,255,92,156
609,255,62,202
610,255,62,254
611,224,101,255
612,255,160,0
613,255,160,0
614,255,160,29
615,251,160,68
616,255,149,62
617,255,102,129
618,255,101,191
619,255,102,255
620,224,140,255
621,255,192,0
622,255,192,0
623,255,210,0
624,255,207,22
625,255,200,70
626,255,191,120
627,255,159,173
628,255,141,255
629,224,179,255
630,255,224,0
631,255,224,0
632,254,255,0
633,254,255,22
634,254,255,62
635,255,245,116
636,244,234,170
637,207,207,207
638,217,227,255
639,224,255,0
640,224,255,0
641,224,255,21
642,224,255,61
643,224,255,101
644,224,255,140
645,224,255,179
646,217,255,224
647,217,255,255
648,255,0,0
649,255,0,32
650,255,0,64
651,255,0,96
652,255,0,128
653,255,0,160
654,255,0,192
655,255,0,224
656,255,0,255
657,255,32,0
658,255,0,32
659,255,0,64
660,255,0,96
661,255,0,128
662,255,0,160
663,255,0,192
664,255,0,224
665,255,0,255
666,255,64,0
667,255,64,0
668,255,21,64
669,255,21,96
670,255,21,128
671,255,21,159
672,255,21,192
673,255,21,224
674,255,21,255
675,255,96,0
676,255,96,0
677,255,96,21
678,255,61,96
679,255,61,128
680,255,61,160
681,255,61,192
682,255,61,224
683,255,61,255
684,255,128,0
685,255,128,0
686,255,128,21
687,255,128,61
688,255,101,128
689,255,101,160
690,255,101,192
691,255,101,224
692,255,101,255
693,255,160,0
694,255,160,0
695,255,160,21
696,255,160,61
697,255,160,101
698,255,140,160
699,255,140,192
700,255,140,224
701,255,140,255
702,255,192,0
703,255,192,0
704,255,192,21
705,255,192,61
706,255,192,101
707,255,192,140
708,255,179,192
709,255,179,224
710,255,179,255
711,255,224,0
712,255,224,0
713,255,224,21
714,255,223,61
715,255,224,101
716,255,224,140
717,255,224,179
718,255,217,224
719,255,217,255
720,255,255,0
721,255,255,0
722,255,255,21
723,255,255,61
724,255,255,101
725,255,255,140
726,255,255,179
727,255,255,217
728,255,255,255
