,R,G,B
466,128,220,255
467,173,221,255
468,173,244,0
469,173,244,12
470,173,244,40
471,173,244,80
472,173,244,126
473,173,244,173
474,173,244,214
475,173,244,244
476,173,244,255
477,173,255,0
478,173,255,12
479,173,255,40
480,173,255,80
481,173,255,126
482,173,255,173
483,173,255,214
484,173,255,244
485,173,255,255
486,214,0,0
487,214,0,12
488,214,0,40
489,214,0,80
490,214,0,126
491,214,0,173
492,214,0,214
493,214,0,244
494,214,0,255
495,214,12,0
496,214,12,12
497,214,12,40
498,214,12,80
499,244,0,135
500,214,12,173
501,214,12,214
502,214,12,244
503,214,12,255
504,214,40,0
505,214,40,12
506,214,40,40
507,214,40,80
508,248,7,126
509,214,40,173
510,214,40,214
511,214,40,244
512,214,40,255
513,214,80,0
514,214,80,12
515,255,40,0
516,254,17,17
517,252,23,101
518,255,12,200
519,214,80,214
520,214,80,244
521,214,80,255
522,214,126,0
523,214,126,12
524,214,126,40
525,251,103,25
526,247,74,74
527,255,40,172
528,214,126,214
529,214,126,244
530,214,126,255
531,214,173,0
532,214,173,12
533,214,173,40
534,214,173,80
535,233,172,99
536,233,146,146
537,234,146,234
538,213,143,253
539,214,173,255
540,214,214,0
541,214,214,12
542,214,214,40
543,214,214,80
544,214,214,126
545,214,214,173
546,172,172,172
547,174,185,255
548,214,214,255
549,214,244,0
550,214,244,12
551,214,244,40
552,214,244,80
553,214,244,126
554,214,248,162
555,184,254,184
556,176,254,254
557,214,245,255
558,214,255,0
559,214,255,12
560,214,255,40
561,214,255,80
562,214,255,126
563,214,255,173
564,214,255,214
565,214,255,244
566,214,255,255
567,244,0,0
568,244,0,12
569,244,0,40
570,244,0,80
571,244,0,126
572,244,0,173
573,244,0,214
574,244,0,244
575,244,0,255
576,244,12,0
577,244,12,12
578,244,12,40
579,244,12,80
580,255,0,126
581,255,0,187
582,244,12,214
583,244,12,244
584,244,12,255
585,244,40,0
586,244,40,12
587,244,40,40
588,244,40,80
589,255,12,116
590,255,12,181
591,244,40,214
592,244,40,244
593,244,40,255
594,244,80,0
595,244,80,12
596,244,80,40
597,244,80,80
598,244,78,125
599,255,41,173
600,255,41,230
601,244,80,244
602,244,80,255
603,244,126,0
604,244,126,12
605,244,126,40
606,244,126,80
607,244,126,126
608,250,110,167
609,255,82,225
610,255,82,254
611,244,126,255
612,244,173,0
613,244,173,12
614,244,173,40
615,244,173,80
616,255,157,82
617,255,128,128
618,255,126,213
619,255,128,255
620,244,173,255
621,244,214,0
622,244,214,12
623,255,233,12
624,255,230,41
625,254,223,89
626,253,213,146
627,253,191,191
628,255,174,255
629,244,214,255
630,244,244,0
631,244,244,12
632,254,255,12
633,254,255,41
634,254,255,82
635,253,253,143
636,249,249,201
637,230,230,230
638,244,246,255
639,244,255,0
640,244,255,12
641,244,255,40
642,244,255,80
643,244,255,126
644,244,255,173
645,244,255,214
646,244,255,244
647,244,255,255
648,255,0,0
649,255,0,12
650,255,0,40
651,255,0,80
652,255,0,126
653,255,0,173
654,255,0,214
655,255,0,244
656,255,0,255
657,255,12,0
658,255,12,12
659,255,12,40
660,255,12,80
661,255,12,126
662,255,12,173
663,255,12,214
664,255,12,244
665,255,12,255
666,255,40,0
667,255,40,12
668,255,40,40
669,255,40,80
670,255,40,126
671,255,40,172
672,255,40,214
673,255,40,244
674,255,40,255
675,255,80,0
676,255,80,12
677,255,80,40
678,255,80,80
679,255,80,126
680,255,80,173
681,255,80,214
682,255,80,244
683,255,80,255
684,255,126,0
685,255,126,12
686,255,126,40
687,255,126,80
688,255,126,126
689,255,126,173
690,255,126,214
691,255,126,244
692,255,126,255
693,255,173,0
694,255,173,12
695,255,173,40
696,255,173,80
697,255,173,126
698,255,173,173
699,255,173,214
700,255,173,244
701,255,173,255
702,255,214,0
703,255,214,12
704,255,214,40
705,255,214,80
706,255,214,126
707,255,214,173
708,255,214,214
709,255,214,244
710,255,214,255
711,255,244,0
712,255,244,12
713,255,244,40
714,255,243,80
715,255,244,126
716,255,244,173
717,255,244,214
718,255,244,244
719,255,244,255
720,255,255,0
721,255,255,12
722,255,255,40
723,255,255,80
724,255,255,126
725,255,255,173
726,255,255,214
727,255,255,244
728,255,255,255
