,R,G,B
181,30,26,8
182,26,26,26
183,54,64,105
184,0,24,208
185,0,4,255
186,0,43,255
187,19,64,255
188,12,64,255
189,64,123,0
190,64,114,13
191,54,105,64
192,54,105,96
193,16,96,176
194,0,79,255
195,28,96,228
196,19,96,255
197,12,96,255
198,64,164,0
199,64,155,4
200,0,218,17
201,8,183,96
202,45,146,128
203,36,128,187
204,0,138,255
205,0,121,255
206,12,127,255
207,64,204,0
208,64,196,0
209,36,187,64
210,0,255,75
211,36,187,128
212,36,187,160
213,0,191,255
214,19,160,255
215,12,160,255
216,64,243,0
217,64,236,0
218,28,228,64
219,28,228,96
220,28,228,128
221,28,228,160
222,28,228,192
223,19,192,255
224,12,192,255
225,64,255,0
226,64,255,0
227,19,255,64
228,19,255,96
229,19,255,128
230,19,255,160
231,19,255,192
232,19,255,224
233,12,224,255
234,64,255,0
235,64,255,0
236,12,255,64
237,12,255,96
238,12,255,128
239,12,255,160
240,12,255,192
241,12,255,224
242,12,255,255
243,123,0,0
244,123,0,32
245,123,0,64
246,123,0,96
247,96,0,164
248,96,0,204
249,96,0,243
250,96,0,255
251,96,0,255
252,123,32,0
253,114,13,32
254,114,13,64
255,114,13,96
256,96,4,155
257,96,0,196
258,96,0,236
259,96,0,255
260,96,0,255
261,123,64,0
262,114,64,13
263,53,20,26
264,105,54,96
265,96,45,146
266,79,0,255
267,85,0,255
268,80,0,255
269,96,12,255
270,123,96,0
271,114,96,13
272,53,47,20
273,47,47,47
274,86,96,137
275,15,56,240
276,68,96,219
277,28,75,255
278,52,96,255
279,96,164,0
280,96,155,4
281,96,146,45
282,49,173,72
283,86,137,128
284,48,128,208
285,0,121,255
286,13,112,255
287,52,128,255
288,96,204,0
289,96,196,0
290,96,187,36
291,5,250,49
292,40,215,128
293,77,178,160
294,0,183,255
295,13,167,255
296,52,160,255
297,96,243,0
298,96,236,0
299,96,228,28
300,68,219,96
301,68,219,128
302,68,219,160
303,68,219,192
304,60,192,255
305,52,192,255
306,96,255,0
307,96,255,0
308,96,255,19
309,60,255,96
310,60,255,128
311,60,255,160
312,60,255,192
313,60,255,224
314,52,224,255
315,96,255,0
316,96,255,0
317,96,255,12
318,52,255,96
319,52,255,128
320,52,255,160
321,52,255,192
322,52,255,224
323,52,255,255
324,164,0,0
325,164,0,32
326,164,0,64
327,164,0,96
328,164,0,128
329,128,0,204
330,128,0,243
331,128,0,255
332,128,0,255
333,164,32,0
334,155,4,32
335,155,4,64
336,155,4,96
337,155,4,128
338,128,0,196
339,128,0,236
340,128,0,255
341,128,0,255
342,164,64,0
343,155,64,4
344,146,45,64
345,146,45,96
346,146,45,128
347,128,36,187
348,128,28,228
349,128,19,255
350,128,12,255
351,164,96,0
352,155,96,4
353,146,96,45
354,137,86,96
355,137,86,128
356,128,77,178
357,128,68,219
358,128,60,255
359,128,52,255
360,164,128,0
361,155,128,4
362,146,128,45
363,85,77,38
364,77,77,77
365,87,108,200
366,13,65,255
367,100,128,251
368,92,128,255
369,128,204,0
370,128,196,0
371,128,187,36
372,128,214,41
373,81,205,104
374,66,126,115
375,13,167,255
376,53,160,255
377,92,160,255
378,128,243,0
379,128,236,0
380,128,228,28
381,128,219,68
382,37,255,81
383,109,210,160
384,109,210,192
385,53,204,255
386,92,192,255
387,128,255,0
388,128,255,0
389,128,255,19
390,128,255,60
391,100,251,128
392,100,251,160
393,100,251,192
394,100,251,224
395,92,224,255
396,128,255,0
397,128,255,0
398,128,255,12
399,128,255,52
400,92,255,128
401,92,255,160
402,92,255,192
403,92,255,224
404,92,255,255
405,204,0,0
406,204,0,32
407,204,0,64
408,204,0,96
409,204,0,128
410,204,0,160
411,160,0,243
412,160,0,255
413,160,0,255
414,204,32,0
415,196,0,32
416,196,0,64
417,196,0,96
418,196,0,128
419,196,0,160
420,160,0,236
421,160,0,255
422,160,0,255
423,204,64,0
424,243,48,0
425,255,0,8
426,187,36,96
427,255,0,148
428,187,36,160
429,160,28,228
430,160,19,255
431,160,12,255
432,204,96,0
433,196,96,0
434,255,80,0
435,235,20,59
436,255,0,127
437,211,44,181
438,160,68,219
439,160,60,255
440,160,52,255
441,204,128,0
442,196,128,0
443,187,128,36
444,206,127,48
445,126,66,77
446,185,101,170
447,115,53,182
448,160,100,251
449,160,92,255
450,204,160,0
451,196,160,0
452,187,160,36
453,178,160,77
454,126,115,66
455,115,115,115
456,119,140,232
457,93,139,255
458,132,160,255
459,160,243,0
460,160,236,0
461,160,228,28
462,160,219,68
463,160,210,109
464,113,237,136
465,150,201,192
466,93,197,255
467,132,198,255
468,160,255,0
469,160,255,0
470,160,255,19
471,160,255,60
472,160,251,100
473,141,242,160
474,141,242,192
475,141,242,224
476,132,224,255
477,160,255,0
478,160,255,0
479,160,255,12
480,160,255,52
481,160,255,92
482,132,255,160
483,132,255,192
484,132,255,224
485,132,255,255
486,243,0,0
487,243,0,32
488,243,0,64
489,243,0,96
490,243,0,128
491,243,0,160
492,243,0,192
493,192,0,255
494,192,0,255
495,243,32,0
496,236,0,32
497,236,0,64
498,236,0,96
499,255,0,134
500,236,0,160
501,236,0,192
502,192,0,255
503,192,0,255
504,243,64,0
505,236,64,0
506,228,28,64
507,228,28,96
508,255,0,128
509,228,28,160
510,228,28,192
511,192,19,255
512,192,12,255
513,243,96,0
514,236,96,0
515,255,64,0
516,255,0,40
517,255,0,111
518,255,0,180
519,219,68,192
520,192,60,255
521,192,52,255
522,243,128,0
523,236,128,0
524,228,128,28
525,255,112,0
526,255,52,91
527,255,12,159
528,210,109,192
529,192,100,251
530,192,92,255
531,243,160,0
532,236,160,0
533,228,160,28
534,219,160,68
535,238,159,80
536,230,121,141
537,231,120,211
538,191,109,255
539,192,132,255
540,243,192,0
541,236,192,0
542,228,192,28
543,219,192,68
544,210,192,109
545,201,192,150
546,159,159,159
547,134,169,255
548,173,192,255
549,192,255,0
550,192,255,0
551,192,255,19
552,192,255,60
553,192,251,100
554,192,255,129
555,145,255,168
556,136,255,253
557,173,226,255
558,192,255,0
559,192,255,0
560,192,255,12
561,192,255,52
562,192,255,92
563,192,255,132
564,173,255,192
565,173,255,224
566,173,255,255
567,255,0,0
568,255,0,32
569,255,0,64
570,255,0,96
571,255,0,128
572,255,0,160
573,255,0,192
574,255,0,224
575,224,0,255
576,255,32,0
577,255,0,32
578,255,0,64
579,255,0,96
580,255,0,128
581,255,0,170
582,255,0,192
583,255,0,224
584,224,0,255
585,255,64,0
586,255,64,0
587,255,19,64
588,255,19,96
589,255,0,121
590,255,0,166
591,255,19,192
592,255,19,224
593,224,12,255
594,255,96,0
595,255,96,0
596,255,96,19
597,255,60,96
598,255,57,127
599,255,13,160
600,255,13,207
601,255,60,224
602,224,52,255
603,255,128,0
604,255,128,0
605,255,128,19
606,255,128,60
607,251,100,128
608,255,83,156
609,255,53,202
610,255,53,254
611,224,92,255
612,255,160,0
613,255,160,0
614,255,160,19
615,255,160,60
616,255,149,53
617,255,93,129
618,255,92,191
619,255,93,255
620,224,132,255
621,255,192,0
622,255,192,0
623,255,210,0
624,255,207,13
625,255,200,60
626,255,191,112
627,255,153,173
628,255,134,255
629,224,173,255
630,255,224,0
631,255,224,0
632,254,255,0
633,254,255,13
634,254,255,53
635,255,245,108
636,249,234,165
637,207,207,207
638,215,227,255
639,224,255,0
640,224,255,0
641,224,255,12
642,224,255,52
643,224,255,92
644,224,255,132
645,224,255,173
646,215,255,224
647,215,255,255
648,255,0,0
649,255,0,32
650,255,0,64
651,255,0,96
652,255,0,128
653,255,0,160
654,255,0,192
655,255,0,224
656,255,0,255
657,255,32,0
658,255,0,32
659,255,0,64
660,255,0,96
661,255,0,128
662,255,0,160
663,255,0,192
664,255,0,224
665,255,0,255
666,255,64,0
667,255,64,0
668,255,12,64
669,255,12,96
670,255,12,128
671,255,12,159
672,255,12,192
673,255,12,224
674,255,12,255
675,255,96,0
676,255,96,0
677,255,96,12
678,255,52,96
679,255,52,128
680,255,52,160
681,255,52,192
682,255,52,224
683,255,52,255
684,255,128,0
685,255,128,0
686,255,128,12
687,255,128,52
688,255,92,128
689,255,92,160
690,255,92,192
691,255,92,224
692,255,92,255
693,255,160,0
694,255,160,0
695,255,160,12
696,255,160,52
697,255,160,92
698,255,132,160
699,255,132,192
700,255,132,224
701,255,132,255
702,255,192,0
703,255,192,0
704,255,192,12
705,255,192,52
706,255,192,92
707,255,192,132
708,255,173,192
709,255,173,224
710,255,173,255
711,255,224,0
712,255,224,0
713,255,224,12
714,255,223,52
715,255,224,92
716,255,224,132
717,255,224,173
718,255,215,224
719,255,215,255
720,255,255,0
721,255,255,0
722,255,255,12
723,255,255,52
724,255,255,92
725,255,255,132
726,255,255,173
727,255,255,215
728,255,255,255
