,R,G,B
139,0,235,128
140,0,235,160
141,0,235,192
142,0,192,255
143,0,192,255
144,32,255,0
145,0,255,32
146,0,255,64
147,0,255,96
148,0,255,128
149,0,255,160
150,0,255,192
151,0,255,224
152,0,224,255
153,32,255,0
154,0,255,32
155,0,255,64
156,0,255,96
157,0,255,128
158,0,255,160
159,0,255,192
160,0,255,224
161,0,255,255
162,85,0,0
163,85,0,32
164,85,0,64
165,64,0,125
166,64,0,164
167,64,0,203
168,64,0,242
169,64,0,255
170,64,0,255
171,85,32,0
172,76,20,32
173,76,20,64
174,64,11,117
175,64,3,157
176,64,0,196
177,64,0,235
178,64,0,255
179,64,0,255
180,85,64,0
181,32,26,5
182,26,26,26
183,52,64,108
184,0,24,208
185,0,4,255
186,0,43,255
187,20,64,255
188,13,64,255
189,64,125,0
190,64,117,11
191,52,108,64
192,52,108,96
193,14,96,177
194,0,79,255
195,27,96,228
196,20,96,255
197,13,96,255
198,64,164,0
199,64,157,3
200,0,218,17
201,7,185,96
202,43,149,128
203,35,128,189
204,0,138,255
205,0,121,255
206,13,127,255
207,64,203,0
208,64,196,0
209,35,189,64
210,0,255,75
211,35,189,128
212,35,189,160
213,0,191,255
214,20,160,255
215,13,160,255
216,64,242,0
217,64,235,0
218,27,228,64
219,27,228,96
220,27,228,128
221,27,228,160
222,27,228,192
223,20,192,255
224,13,192,255
225,64,255,0
226,64,255,0
227,20,255,64
228,20,255,96
229,20,255,128
230,20,255,160
231,20,255,192
232,20,255,224
233,13,224,255
234,64,255,0
235,64,255,0
236,13,255,64
237,13,255,96
238,13,255,128
239,13,255,160
240,13,255,192
241,13,255,224
242,13,255,255
243,125,0,0
244,125,0,32
245,125,0,64
246,125,0,96
247,96,0,164
248,96,0,203
249,96,0,242
250,96,0,255
251,96,0,255
252,125,32,0
253,117,11,32
254,117,11,64
255,117,11,96
256,96,3,157
257,96,0,196
258,96,0,235
259,96,0,255
260,96,0,255
261,125,64,0
262,117,64,11
263,55,17,26
264,108,52,96
265,96,43,149
266,79,0,255
267,85,0,255
268,80,0,255
269,96,13,255
270,125,96,0
271,117,96,11
272,55,47,17
273,47,47,47
274,84,96,140
275,15,56,240
276,67,96,221
277,29,75,255
278,52,96,255
279,96,164,0
280,96,157,3
281,96,149,43
282,47,175,72
283,84,140,128
284,46,128,209
285,0,121,255
286,14,112,255
287,52,128,255
288,96,203,0
289,96,196,0
290,96,189,35
291,5,250,49
292,39,217,128
293,75,181,160
294,0,183,255
295,14,167,255
296,52,160,255
297,96,242,0
298,96,235,0
299,96,228,27
300,67,221,96
301,67,221,128
302,67,221,160
303,67,221,192
304,59,192,255
305,52,192,255
306,96,255,0
307,96,255,0
308,96,255,20
309,59,255,96
310,59,255,128
311,59,255,160
312,59,255,192
313,59,255,224
314,52,224,255
315,96,255,0
316,96,255,0
317,96,255,13
318,52,255,96
319,52,255,128
320,52,255,160
321,52,255,192
322,52,255,224
323,52,255,255
324,164,0,0
325,164,0,32
326,164,0,64
327,164,0,96
328,164,0,128
329,128,0,203
330,128,0,242
331,128,0,255
332,128,0,255
333,164,32,0
334,157,3,32
335,157,3,64
336,157,3,96
337,157,3,128
338,128,0,196
339,128,0,235
340,128,0,255
341,128,0,255
342,164,64,0
343,157,64,3
344,149,43,64
345,149,43,96
346,149,43,128
347,128,35,189
348,128,27,228
349,128,20,255
350,128,13,255
351,164,96,0
352,157,96,3
353,149,96,43
354,140,84,96
355,140,84,128
356,128,75,181
357,128,67,221
358,128,59,255
359,128,52,255
360,164,128,0
361,157,128,3
362,149,128,43
363,88,77,35
364,77,77,77
365,85,108,203
366,14,65,255
367,99,128,253
368,91,128,255
369,128,203,0
370,128,196,0
371,128,189,35
372,128,215,40
373,79,207,104
374,63,128,115
375,14,167,255
376,53,160,255
377,91,160,255
378,128,242,0
379,128,235,0
380,128,228,27
381,128,221,67
382,37,255,81
383,107,213,160
384,107,213,192
385,53,204,255
386,91,192,255
387,128,255,0
388,128,255,0
389,128,255,20
390,128,255,59
391,99,253,128
392,99,253,160
393,99,253,192
394,99,253,224
395,91,224,255
396,128,255,0
397,128,255,0
398,128,255,13
399,128,255,52
400,91,255,128
401,91,255,160
402,91,255,192
403,91,255,224
404,91,255,255
405,203,0,0
406,203,0,32
407,203,0,64
408,203,0,96
409,203,0,128
410,203,0,160
411,160,0,242
412,160,0,255
413,160,0,255
414,203,32,0
415,196,0,32
416,196,0,64
417,196,0,96
418,196,0,128
419,196,0,160
420,160,0,235
421,160,0,255
422,160,0,255
423,203,64,0
424,242,48,0
425,255,0,8
426,189,35,96
427,255,0,148
428,189,35,160
429,160,27,228
430,160,20,255
431,160,13,255
432,203,96,0
433,196,96,0
434,255,80,0
435,236,20,59
436,255,0,127
437,212,43,181
438,160,67,221
439,160,59,255
440,160,52,255
441,203,128,0
442,196,128,0
443,189,128,35
444,208,127,46
445,128,63,77
446,188,99,170
447,115,51,184
448,160,99,253
449,160,91,255
450,203,160,0
451,196,160,0
452,189,160,35
453,181,160,75
454,128,115,63
455,115,115,115
456,117,140,235
457,92,139,255
458,131,160,255
459,160,242,0
460,160,235,0
461,160,228,27
462,160,221,67
463,160,213,107
464,111,239,136
465,148,204,192
466,92,197,255
467,131,198,255
468,160,255,0
469,160,255,0
470,160,255,20
471,160,255,59
472,160,253,99
473,139,245,160
474,139,245,192
475,139,245,224
476,131,224,255
477,160,255,0
478,160,255,0
479,160,255,13
480,160,255,52
481,160,255,91
482,131,255,160
483,131,255,192
484,131,255,224
485,131,255,255
486,242,0,0
487,242,0,32
488,242,0,64
489,242,0,96
490,242,0,128
491,242,0,160
492,242,0,192
493,192,0,255
494,192,0,255
495,242,32,0
496,235,0,32
497,235,0,64
498,235,0,96
499,255,0,134
500,235,0,160
501,235,0,192
502,192,0,255
503,192,0,255
504,242,64,0
505,235,64,0
506,228,27,64
507,228,27,96
508,255,0,128
509,228,27,160
510,228,27,192
511,192,20,255
512,192,13,255
513,242,96,0
514,235,96,0
515,255,64,0
516,255,0,40
517,255,0,111
518,255,0,180
519,221,67,192
520,192,59,255
521,192,52,255
522,242,128,0
523,235,128,0
524,228,128,27
525,255,112,0
526,255,52,91
527,255,13,159
528,213,107,192
529,192,99,253
530,192,91,255
531,242,160,0
532,235,160,0
533,228,160,27
534,221,160,67
535,240,159,78
536,232,118,141
537,233,118,211
538,191,107,255
539,192,131,255
540,242,192,0
541,235,192,0
542,228,192,27
543,221,192,67
544,213,192,107
545,204,192,148
546,159,159,159
547,132,169,255
548,171,192,255
549,192,255,0
550,192,255,0
551,192,255,20
552,192,255,59
553,192,253,99
554,192,255,127
555,143,255,168
556,134,255,253
557,171,226,255
558,192,255,0
559,192,255,0
560,192,255,13
561,192,255,52
562,192,255,91
563,192,255,131
564,171,255,192
565,171,255,224
566,171,255,255
567,255,0,0
568,255,0,32
569,255,0,64
570,255,0,96
571,255,0,128
572,255,0,160
573,255,0,192
574,255,0,224
575,224,0,255
576,255,32,0
577,255,0,32
578,255,0,64
579,255,0,96
580,255,0,128
581,255,0,170
582,255,0,192
583,255,0,224
584,224,0,255
585,255,64,0
586,255,64,0
587,255,20,64
588,255,20,96
589,255,0,121
590,255,0,166
591,255,20,192
592,255,20,224
593,224,13,255
594,255,96,0
595,255,96,0
596,255,96,20
597,255,59,96
598,255,56,127
599,255,14,160
600,255,14,207
601,255,59,224
602,224,52,255
603,255,128,0
604,255,128,0
605,255,128,20
606,255,128,59
607,253,99,128
608,255,82,156
609,255,53,202
610,255,53,254
611,224,91,255
612,255,160,0
613,255,160,0
614,255,160,20
615,255,160,59
616,255,149,53
617,255,92,129
618,255,91,191
619,255,92,255
620,224,131,255
621,255,192,0
622,255,192,0
623,255,210,0
624,255,207,14
625,255,200,60
626,255,191,110
627,255,150,173
628,255,132,255
629,224,171,255
630,255,224,0
631,255,224,0
632,254,255,0
633,254,255,14
634,254,255,53
635,255,245,107
636,252,234,163
637,207,207,207
638,212,227,255
639,224,255,0
640,224,255,0
641,224,255,13
642,224,255,52
643,224,255,91
644,224,255,131
645,224,255,171
646,212,255,224
647,212,255,255
648,255,0,0
649,255,0,32
650,255,0,64
651,255,0,96
652,255,0,128
653,255,0,160
654,255,0,192
655,255,0,224
656,255,0,255
657,255,32,0
658,255,0,32
659,255,0,64
660,255,0,96
661,255,0,128
662,255,0,160
663,255,0,192
664,255,0,224
665,255,0,255
666,255,64,0
667,255,64,0
668,255,13,64
669,255,13,96
670,255,13,128
671,255,13,159
672,255,13,192
673,255,13,224
674,255,13,255
675,255,96,0
676,255,96,0
677,255,96,13
678,255,52,96
679,255,52,128
680,255,52,160
681,255,52,192
682,255,52,224
683,255,52,255
684,255,128,0
685,255,128,0
686,255,128,13
687,255,128,52
688,255,91,128
689,255,91,160
690,255,91,192
691,255,91,224
692,255,91,255
693,255,160,0
694,255,160,0
695,255,160,13
696,255,160,52
697,255,160,91
698,255,131,160
699,255,131,192
700,255,131,224
701,255,131,255
702,255,192,0
703,255,192,0
704,255,192,13
705,255,192,52
706,255,192,91
707,255,192,131
708,255,171,192
709,255,171,224
710,255,171,255
711,255,224,0
712,255,224,0
713,255,224,13
714,255,223,52
715,255,224,91
716,255,224,131
717,255,224,171
718,255,212,224
719,255,212,255
720,255,255,0
721,255,255,0
722,255,255,13
723,255,255,52
724,255,255,91
725,255,255,131
726,255,255,171
727,255,255,212
728,255,255,255
